DATE,TIME,AM/PM,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYDewPointTempF,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYPrecip
7/1/16,12:51:00,AM,74,65,60,62,3,0
7/1/16,1:51:00,AM,73,63,56,55,0,0
7/1/16,2:51:00,AM,72,63,56,57,5,0
7/1/16,3:51:00,AM,71,63,57,61,3,0
7/1/16,4:51:00,AM,71,64,60,68,0,0
7/1/16,5:51:00,AM,73,67,63,71,0,0
7/1/16,5:51:00,AM,73,67,63,71,0,0
7/1/16,6:51:00,AM,73,68,65,76,0,0
7/1/16,7:51:00,AM,75,69,66,74,6,0
7/1/16,8:51:00,AM,77,70,67,71,5,0
7/1/16,9:51:00,AM,77,70,67,71,7,0
7/1/16,10:51:00,AM,77,71,68,74,7,0
7/1/16,11:51:00,AM,78,71,68,71,7,0
7/1/16,12:51:00,PM,77,72,69,77,7,0
7/1/16,1:51:00,PM,78,73,70,76,7,0
7/1/16,2:51:00,PM,75,72,70,84,7,0
7/1/16,3:51:00,PM,74,71,70,88,8,0.12
7/1/16,4:51:00,PM,70,68,67,90,8,0.25
7/1/16,5:51:00,PM,72,70,69,91,0,0.14
7/1/16,6:51:00,PM,71,69,68,90,5,0
7/1/16,7:51:00,PM,70,69,68,93,0,0
7/1/16,8:51:00,PM,69,68,67,93,3,0
7/1/16,9:51:00,PM,67,66,65,93,3,0.44
7/1/16,10:51:00,PM,67,66,65,93,0,0
7/1/16,11:51:00,PM,69,68,67,93,0,0
7/2/16,12:51:00,AM,69,68,67,93,3,0
7/2/16,1:51:00,AM,69,67,66,90,5,0
7/2/16,2:51:00,AM,68,66,65,90,0,0
7/2/16,3:51:00,AM,65,61,59,81,6,0
7/2/16,4:51:00,AM,64,60,58,81,3,0
7/2/16,5:51:00,AM,65,60,56,73,7,0
7/2/16,6:51:00,AM,66,61,57,73,8,0
7/2/16,7:51:00,AM,68,60,54,61,8,0
7/2/16,8:51:00,AM,69,59,52,55,9,0
7/2/16,9:51:00,AM,71,60,51,49,8,0
7/2/16,10:51:00,AM,73,60,50,44,9,0
7/2/16,11:51:00,AM,73,59,48,41,8,0
7/2/16,12:51:00,PM,75,61,50,41,0,0
7/2/16,1:51:00,PM,75,61,50,41,0,0
7/2/16,2:51:00,PM,75,60,49,40,0,0
7/2/16,3:51:00,PM,75,60,48,39,11,0
7/2/16,4:51:00,PM,75,59,47,37,7,0
7/2/16,5:51:00,PM,75,60,49,40,9,0
7/2/16,6:51:00,PM,74,60,49,41,3,0
7/2/16,7:51:00,PM,73,59,48,41,7,0
7/2/16,8:51:00,PM,72,59,48,43,0,0
7/2/16,9:51:00,PM,71,59,50,47,3,0
7/2/16,10:51:00,PM,71,59,49,46,0,0
7/2/16,11:51:00,PM,70,59,50,49,5,0
7/3/16,12:51:00,AM,69,58,50,51,3,0
7/3/16,1:51:00,AM,68,58,50,53,3,0
7/3/16,2:51:00,AM,67,59,52,59,3,0
7/3/16,3:51:00,AM,66,58,51,59,0,0
7/3/16,4:51:00,AM,65,58,53,66,5,0
7/3/16,5:51:00,AM,67,59,53,61,3,0
7/3/16,6:51:00,AM,69,59,52,55,3,0
7/3/16,7:51:00,AM,70,60,53,55,3,0
7/3/16,8:51:00,AM,72,62,54,53,0,0
7/3/16,9:51:00,AM,75,62,53,46,0,0
7/3/16,10:51:00,AM,76,61,50,40,0,0
7/3/16,11:51:00,AM,76,62,51,42,0,0
7/3/16,12:51:00,PM,76,63,54,47,5,0
7/3/16,1:51:00,PM,77,63,54,45,2,0
7/3/16,2:51:00,PM,77,63,54,45,0,0
7/3/16,3:51:00,PM,76,64,56,50,5,0
7/3/16,4:51:00,PM,76,64,55,48,3,0
7/3/16,5:51:00,PM,76,64,56,50,5,0
7/3/16,6:51:00,PM,75,64,57,54,4,0
7/3/16,7:51:00,PM,74,63,56,54,3,0
7/3/16,8:51:00,PM,73,63,56,55,8,0
7/3/16,9:51:00,PM,73,63,56,55,5,0
7/3/16,10:51:00,PM,72,63,57,59,6,0
7/3/16,11:51:00,PM,71,63,58,63,3,0
7/4/16,12:51:00,AM,71,63,57,61,5,0
7/4/16,1:51:00,AM,69,62,57,66,5,0
7/4/16,2:51:00,AM,68,62,57,68,3,0
7/4/16,3:51:00,AM,67,62,58,73,0,0
7/4/16,4:51:00,AM,66,61,58,75,3,0
7/4/16,5:51:00,AM,68,62,58,70,0,0
7/4/16,6:51:00,AM,70,63,59,68,3,0
7/4/16,7:51:00,AM,73,64,58,59,5,0
7/4/16,8:51:00,AM,75,64,57,54,0,0
7/4/16,9:51:00,AM,78,65,56,47,3,0
7/4/16,10:51:00,AM,81,65,55,41,6,0
7/4/16,11:51:00,AM,83,66,56,40,3,0
7/4/16,12:51:00,PM,82,67,58,44,4,0
7/4/16,1:51:00,PM,81,67,58,45,6,0
7/4/16,2:51:00,PM,78,65,57,48,10,0
7/4/16,3:51:00,PM,78,67,61,56,8,0
7/4/16,4:51:00,PM,76,68,64,67,6,0
7/4/16,5:51:00,PM,76,70,66,72,3,0
7/4/16,6:51:00,PM,76,69,65,69,0,0
7/4/16,7:51:00,PM,70,67,66,87,0,0.09
7/4/16,8:51:00,PM,69,68,67,93,0,0.03
7/4/16,9:51:00,PM,69,68,67,93,3,0.03
7/4/16,10:51:00,PM,69,68,67,93,3,0.09
7/4/16,11:51:00,PM,69,68,67,93,3,0.25
7/5/16,12:51:00,AM,70,69,68,93,0,0.08
7/5/16,1:51:00,AM,71,70,69,94,0,0.17
7/5/16,2:51:00,AM,71,70,69,94,0,0.39
7/5/16,3:51:00,AM,71,70,69,94,0,0.01
7/5/16,4:51:00,AM,71,70,69,94,0,0.01
7/5/16,5:51:00,AM,71,70,69,94,0,0
7/5/16,6:51:00,AM,71,70,69,94,0,0
7/5/16,7:51:00,AM,72,70,69,91,6,0
7/5/16,8:51:00,AM,75,71,69,82,3,0
7/5/16,9:51:00,AM,75,71,69,82,3,0
7/5/16,10:51:00,AM,77,72,69,77,3,0
7/5/16,11:51:00,AM,78,71,68,71,6,0
7/5/16,12:51:00,PM,83,73,68,61,7,0
7/5/16,1:51:00,PM,81,72,68,65,3,0
7/5/16,2:51:00,PM,84,73,68,59,6,0
7/5/16,3:51:00,PM,86,73,66,51,3,0
7/5/16,4:51:00,PM,85,72,65,51,7,0
7/5/16,5:51:00,PM,85,72,66,53,5,0
7/5/16,6:51:00,PM,83,72,66,57,5,0
7/5/16,7:51:00,PM,83,72,67,59,0,0
7/5/16,8:51:00,PM,83,72,67,59,5,0
7/5/16,9:51:00,PM,82,72,67,60,5,0
7/5/16,10:51:00,PM,81,71,66,61,4,0
7/5/16,11:51:00,PM,80,71,67,64,3,0
7/6/16,12:51:00,AM,79,70,66,65,5,0
7/6/16,1:51:00,AM,78,70,66,67,0,0
7/6/16,2:51:00,AM,76,70,67,74,5,0
7/6/16,3:51:00,AM,78,71,67,69,3,0
7/6/16,4:51:00,AM,76,70,67,74,0,0
7/6/16,5:51:00,AM,77,71,68,74,0,0
7/6/16,6:51:00,AM,78,71,67,69,0,0
7/6/16,7:51:00,AM,81,72,67,62,0,0
7/6/16,8:51:00,AM,84,71,64,51,0,0
7/6/16,9:51:00,AM,86,70,62,45,0,0
7/6/16,10:51:00,AM,89,72,64,43,3,0
7/6/16,11:51:00,AM,90,74,67,47,6,0
7/6/16,12:51:00,PM,91,73,64,41,5,0
7/6/16,1:51:00,PM,90,74,66,45,5,0
7/6/16,2:51:00,PM,90,74,66,45,3,0
7/6/16,3:51:00,PM,90,72,63,41,0,0
7/6/16,4:51:00,PM,87,74,67,51,6,0
7/6/16,5:51:00,PM,86,73,66,51,7,0
7/6/16,6:51:00,PM,84,73,68,59,3,0
7/6/16,7:51:00,PM,83,73,68,61,0,0
7/6/16,8:51:00,PM,83,74,69,63,0,0
7/6/16,9:51:00,PM,83,74,70,65,5,0
7/6/16,10:51:00,PM,82,74,71,69,0,0
7/6/16,11:51:00,PM,81,74,70,69,3,0
7/7/16,12:51:00,AM,81,74,71,72,7,0
7/7/16,1:51:00,AM,81,74,70,69,3,0
7/7/16,2:51:00,AM,81,73,69,67,0,0
7/7/16,3:51:00,AM,80,73,69,69,0,0
7/7/16,4:51:00,AM,79,72,69,72,0,0
7/7/16,5:51:00,AM,81,74,70,69,0,0
7/7/16,6:51:00,AM,83,74,70,65,0,0
7/7/16,7:51:00,AM,86,76,71,61,0,0
7/7/16,8:51:00,AM,86,75,70,59,3,0
7/7/16,9:51:00,AM,87,76,71,59,5,0
7/7/16,10:51:00,AM,86,75,70,59,7,0
7/7/16,11:51:00,AM,88,76,71,57,7,0
7/7/16,12:51:00,PM,86,76,71,61,3,0
7/7/16,1:51:00,PM,79,76,74,85,0,0.04
7/7/16,2:51:00,PM,85,77,74,70,3,0
7/7/16,3:51:00,PM,83,75,72,70,0,0
7/7/16,4:51:00,PM,85,77,73,68,0,0
7/7/16,5:51:00,PM,78,74,72,82,0,0
7/7/16,6:51:00,PM,78,73,70,76,7,0
7/7/16,7:51:00,PM,78,73,70,76,0,0
7/7/16,8:51:00,PM,78,73,71,79,3,0
7/7/16,9:51:00,PM,79,74,71,77,0,0
7/7/16,10:51:00,PM,79,74,71,77,3,0
7/7/16,11:51:00,PM,78,73,71,79,0,0
7/8/16,12:51:00,AM,78,73,71,79,3,0
7/8/16,1:51:00,AM,77,73,71,82,3,0
7/8/16,2:51:00,AM,78,73,70,76,0,0
7/8/16,3:51:00,AM,77,72,70,79,6,0
7/8/16,4:51:00,AM,76,71,69,79,0,0
7/8/16,5:51:00,AM,78,73,70,76,7,0
7/8/16,6:51:00,AM,79,72,69,72,8,0
7/8/16,7:51:00,AM,81,74,70,69,6,0
7/8/16,8:51:00,AM,83,74,70,65,0,0
7/8/16,9:51:00,AM,83,74,70,65,8,0
7/8/16,10:51:00,AM,84,75,71,65,6,0
7/8/16,11:51:00,AM,84,75,71,65,10,0
7/8/16,12:51:00,PM,85,75,70,61,8,0
7/8/16,1:51:00,PM,83,75,71,67,5,0
7/8/16,2:51:00,PM,83,74,70,65,7,0
7/8/16,3:51:00,PM,80,73,70,71,6,0
7/8/16,4:51:00,PM,77,71,68,74,6,0
7/8/16,5:51:00,PM,72,70,69,91,3,0.02
7/8/16,6:51:00,PM,72,69,67,84,8,0.01
7/8/16,7:51:00,PM,72,67,64,76,8,0
7/8/16,8:51:00,PM,71,67,64,79,3,0
7/8/16,9:51:00,PM,68,66,65,90,6,0.06
7/8/16,10:51:00,PM,68,65,63,84,5,0
7/8/16,11:51:00,PM,68,65,63,84,6,0
7/9/16,12:51:00,AM,68,65,63,84,7,0
7/9/16,1:51:00,AM,68,64,62,81,6,0
7/9/16,2:51:00,AM,67,64,62,84,5,0
7/9/16,3:51:00,AM,66,64,62,87,6,0
7/9/16,4:51:00,AM,66,64,62,87,6,0
7/9/16,5:51:00,AM,66,63,61,84,5,0
7/9/16,6:51:00,AM,66,63,61,84,5,0
7/9/16,7:51:00,AM,67,63,61,81,5,0
7/9/16,8:51:00,AM,68,63,60,76,5,0
7/9/16,9:51:00,AM,70,65,62,76,3,0
7/9/16,10:51:00,AM,71,65,62,73,5,0
7/9/16,11:51:00,AM,72,66,62,71,7,0
7/9/16,12:51:00,PM,72,67,64,76,3,0
7/9/16,1:51:00,PM,71,67,65,81,0,0
7/9/16,2:51:00,PM,71,67,64,79,0,0
7/9/16,3:51:00,PM,70,67,65,84,0,0
7/9/16,4:51:00,PM,71,67,65,81,5,0
7/9/16,5:51:00,PM,70,67,65,84,0,0
7/9/16,6:51:00,PM,70,66,64,82,5,0
7/9/16,7:51:00,PM,68,66,65,90,3,0
7/9/16,8:51:00,PM,68,66,64,87,3,0
7/9/16,9:51:00,PM,67,66,65,93,6,0.45
7/9/16,10:51:00,PM,67,66,65,93,0,0.08
7/9/16,11:51:00,PM,67,66,65,93,3,0
7/10/16,12:51:00,AM,68,67,66,93,0,0
7/10/16,1:51:00,AM,68,66,65,90,0,0
7/10/16,2:51:00,AM,67,66,65,93,3,0
7/10/16,3:51:00,AM,67,66,65,93,3,0
7/10/16,4:51:00,AM,66,65,64,93,0,0
7/10/16,5:51:00,AM,67,66,66,97,0,0
7/10/16,6:51:00,AM,69,66,65,87,3,0
7/10/16,7:51:00,AM,70,67,65,84,0,0
7/10/16,8:51:00,AM,71,67,64,79,6,0
7/10/16,9:51:00,AM,74,69,66,76,3,0
7/10/16,10:51:00,AM,77,68,62,60,6,0
7/10/16,11:51:00,AM,79,68,62,56,6,0
7/10/16,12:51:00,PM,77,67,61,58,10,0
7/10/16,1:51:00,PM,77,68,62,60,9,0
7/10/16,2:51:00,PM,78,67,61,56,6,0
7/10/16,3:51:00,PM,78,68,62,58,6,0
7/10/16,4:51:00,PM,79,68,62,56,6,0
7/10/16,5:51:00,PM,78,66,59,52,6,0
7/10/16,6:51:00,PM,76,66,59,56,6,0
7/10/16,7:51:00,PM,75,65,59,58,0,0
7/10/16,8:51:00,PM,73,64,58,59,6,0
7/10/16,9:51:00,PM,72,64,58,61,7,0
7/10/16,10:51:00,PM,70,63,59,68,3,0
7/10/16,11:51:00,PM,69,62,58,68,3,0
7/11/16,12:51:00,AM,69,62,58,68,1,0
7/11/16,1:51:00,AM,68,62,58,70,0,0
7/11/16,2:51:00,AM,67,62,58,73,3,0
7/11/16,3:51:00,AM,66,61,58,75,3,0
7/11/16,4:51:00,AM,66,61,58,75,0,0
7/11/16,5:51:00,AM,66,62,59,78,0,0
7/11/16,6:51:00,AM,68,63,60,76,5,0
7/11/16,7:51:00,AM,70,64,60,71,7,0
7/11/16,8:51:00,AM,70,63,59,68,7,0
7/11/16,9:51:00,AM,73,64,58,59,6,0
7/11/16,10:51:00,AM,75,65,58,55,7,0
7/11/16,11:51:00,AM,78,66,59,52,0,0
7/11/16,12:51:00,PM,80,67,59,49,3,0
7/11/16,1:51:00,PM,79,66,58,49,3,0
7/11/16,2:51:00,PM,79,67,59,50,8,0
7/11/16,3:51:00,PM,79,66,58,49,0,0
7/11/16,4:51:00,PM,79,65,56,45,6,0
7/11/16,5:51:00,PM,78,65,56,47,3,0
7/11/16,6:51:00,PM,77,63,53,43,7,0
7/11/16,7:51:00,PM,72,65,61,68,0,0
7/11/16,8:51:00,PM,71,65,62,73,3,0
7/11/16,9:51:00,PM,70,65,61,73,0,0
7/11/16,10:51:00,PM,70,65,61,73,3,0
7/11/16,11:51:00,PM,70,65,61,73,0,0
7/12/16,12:51:00,AM,69,64,61,76,3,0
7/12/16,1:51:00,AM,69,64,61,76,0,0
7/12/16,2:51:00,AM,69,64,61,76,6,0
7/12/16,3:51:00,AM,69,64,61,76,3,0
7/12/16,4:51:00,AM,69,64,61,76,3,0
7/12/16,5:51:00,AM,71,65,61,71,3,0
7/12/16,6:51:00,AM,72,66,62,71,0,0
7/12/16,7:51:00,AM,74,67,63,69,0,0
7/12/16,8:51:00,AM,76,67,61,60,0,0
7/12/16,9:51:00,AM,77,68,63,62,6,0
7/12/16,10:51:00,AM,81,68,60,49,5,0
7/12/16,11:51:00,AM,81,70,64,57,5,0
7/12/16,12:51:00,PM,80,70,64,58,8,0
7/12/16,1:51:00,PM,80,70,64,58,3,0
7/12/16,2:51:00,PM,81,69,63,54,6,0
7/12/16,3:51:00,PM,79,69,64,60,9,0
7/12/16,4:51:00,PM,78,69,64,62,7,0
7/12/16,5:51:00,PM,76,68,64,67,6,0
7/12/16,6:51:00,PM,75,67,63,66,6,0
7/12/16,7:51:00,PM,75,68,64,69,7,0
7/12/16,8:51:00,PM,74,68,65,74,6,0
7/12/16,9:51:00,PM,74,68,65,74,3,0
7/12/16,10:51:00,PM,73,67,64,74,3,0
7/12/16,11:51:00,PM,73,67,64,74,5,0
7/13/16,12:51:00,AM,72,66,63,73,5,0
7/13/16,1:51:00,AM,72,67,64,76,6,0
7/13/16,2:51:00,AM,72,68,65,79,5,0
7/13/16,3:51:00,AM,71,67,65,81,6,0
7/13/16,4:51:00,AM,71,67,65,81,5,0
7/13/16,5:51:00,AM,73,69,66,79,6,0
7/13/16,6:51:00,AM,75,69,65,71,0,0
7/13/16,7:51:00,AM,76,70,66,72,8,0
7/13/16,8:51:00,AM,77,71,68,74,3,0
7/13/16,9:51:00,AM,81,72,68,65,3,0
7/13/16,10:51:00,AM,83,74,69,63,3,0
7/13/16,11:51:00,AM,83,73,68,61,6,0
7/13/16,12:51:00,PM,81,72,68,65,6,0
7/13/16,1:51:00,PM,81,72,68,65,6,0
7/13/16,2:51:00,PM,80,71,66,62,6,0
7/13/16,3:51:00,PM,80,71,67,64,0,0
7/13/16,4:51:00,PM,79,71,66,65,3,0
7/13/16,5:51:00,PM,78,70,66,67,6,0
7/13/16,6:51:00,PM,76,70,67,74,7,0
7/13/16,7:51:00,PM,76,70,67,74,0,0
7/13/16,8:51:00,PM,76,71,68,77,7,0
7/13/16,9:51:00,PM,75,71,69,82,5,0
7/13/16,10:51:00,PM,75,71,69,82,3,0
7/13/16,11:51:00,PM,75,72,70,84,6,0
7/14/16,12:51:00,AM,76,73,71,85,5,0
7/14/16,1:51:00,AM,76,73,72,88,3,0
7/14/16,2:51:00,AM,76,73,72,88,7,0
7/14/16,3:51:00,AM,76,73,72,88,3,0
7/14/16,4:51:00,AM,76,73,72,88,4,0
7/14/16,5:51:00,AM,77,74,72,85,6,0
7/14/16,6:51:00,AM,77,74,72,85,5,0
7/14/16,7:51:00,AM,78,75,73,85,0,0
7/14/16,8:51:00,AM,79,74,72,79,5,0
7/14/16,9:51:00,AM,81,75,72,74,7,0
7/14/16,10:51:00,AM,85,77,74,70,0,0
7/14/16,11:51:00,AM,83,77,74,74,5,0
7/14/16,12:51:00,PM,86,78,74,67,6,0
7/14/16,1:51:00,PM,87,78,74,65,3,0
7/14/16,2:51:00,PM,85,78,75,72,6,0.31
7/14/16,3:51:00,PM,75,74,73,94,3,0.62
7/14/16,4:51:00,PM,80,77,75,85,0,0
7/14/16,5:51:00,PM,81,77,76,85,0,0
7/14/16,6:51:00,PM,80,77,75,85,0,0
7/14/16,7:51:00,PM,79,76,74,85,0,0
7/14/16,8:51:00,PM,80,76,74,82,0,0
7/14/16,9:51:00,PM,80,75,73,79,0,0
7/14/16,10:51:00,PM,82,74,71,69,0,0
7/14/16,11:51:00,PM,82,75,72,72,6,0
7/15/16,12:51:00,AM,81,75,72,74,7,0
7/15/16,1:51:00,AM,81,75,72,74,5,0
7/15/16,2:51:00,AM,80,75,72,76,3,0
7/15/16,3:51:00,AM,79,74,72,79,7,0
7/15/16,4:51:00,AM,79,74,72,79,6,0
7/15/16,5:51:00,AM,80,74,71,74,3,0
7/15/16,6:51:00,AM,80,73,70,71,0,0
7/15/16,7:51:00,AM,83,74,70,65,0,0
7/15/16,8:51:00,AM,85,74,69,59,5,0
7/15/16,9:51:00,AM,86,74,68,55,0,0
7/15/16,10:51:00,AM,87,74,68,53,5,0
7/15/16,11:51:00,AM,85,75,70,61,0,0
7/15/16,12:51:00,PM,84,74,69,61,3,0
7/15/16,1:51:00,PM,87,75,70,57,8,0
7/15/16,2:51:00,PM,87,74,68,53,5,0
7/15/16,3:51:00,PM,86,73,66,51,6,0
7/15/16,4:51:00,PM,87,72,65,48,9,0
7/15/16,5:51:00,PM,86,72,64,48,3,0
7/15/16,6:51:00,PM,85,71,64,50,5,0
7/15/16,7:51:00,PM,84,71,65,53,5,0
7/15/16,8:51:00,PM,83,72,66,57,5,0
7/15/16,9:51:00,PM,84,73,67,57,6,0
7/15/16,10:51:00,PM,82,72,67,60,5,0
7/15/16,11:51:00,PM,82,72,67,60,6,0
7/16/16,12:51:00,AM,80,71,67,64,6,0
7/16/16,1:51:00,AM,79,71,66,65,6,0
7/16/16,2:51:00,AM,78,70,65,64,5,0
7/16/16,3:51:00,AM,77,69,64,64,3,0
7/16/16,4:51:00,AM,76,68,64,67,3,0
7/16/16,5:51:00,AM,77,69,64,64,3,0
7/16/16,6:51:00,AM,79,71,66,65,0,0
7/16/16,7:51:00,AM,81,70,64,57,6,0
7/16/16,8:51:00,AM,83,70,63,51,5,0
7/16/16,9:51:00,AM,85,70,61,45,7,0
7/16/16,10:51:00,AM,87,70,61,42,6,0
7/16/16,11:51:00,AM,89,72,63,42,6,0
7/16/16,12:51:00,PM,88,75,69,54,5,0
7/16/16,1:51:00,PM,88,74,67,50,0,0
7/16/16,2:51:00,PM,85,72,65,51,3,0
7/16/16,3:51:00,PM,77,71,68,74,5,0
7/16/16,4:51:00,PM,78,71,67,69,0,0
7/16/16,5:51:00,PM,78,70,65,64,6,0
7/16/16,6:51:00,PM,79,68,62,56,5,0
7/16/16,7:51:00,PM,78,68,63,60,3,0
7/16/16,8:51:00,PM,78,69,64,62,6,0
7/16/16,9:51:00,PM,77,69,65,66,5,0
7/16/16,10:51:00,PM,77,69,64,64,3,0
7/16/16,11:51:00,PM,77,69,65,66,8,0
7/17/16,12:51:00,AM,77,69,64,64,0,0
7/17/16,1:51:00,AM,75,68,64,69,0,0
7/17/16,2:51:00,AM,76,68,64,67,3,0
7/17/16,3:51:00,AM,76,68,64,67,3,0
7/17/16,4:51:00,AM,75,69,66,74,5,0
7/17/16,5:51:00,AM,76,70,67,74,0,0
7/17/16,6:51:00,AM,76,70,67,74,3,0
7/17/16,7:51:00,AM,77,70,67,71,0,0
7/17/16,8:51:00,AM,79,72,68,69,3,0
7/17/16,9:51:00,AM,82,73,68,63,0,0
7/17/16,10:51:00,AM,86,73,67,53,0,0
7/17/16,11:51:00,AM,89,75,69,52,5,0
7/17/16,12:51:00,PM,87,75,70,57,5,0
7/17/16,1:51:00,PM,88,74,68,52,3,0
7/17/16,2:51:00,PM,89,75,68,50,5,0
7/17/16,3:51:00,PM,88,73,66,48,7,0
7/17/16,4:51:00,PM,88,72,64,45,9,0
7/17/16,5:51:00,PM,87,72,64,46,0,0
7/17/16,6:51:00,PM,87,71,62,43,3,0
7/17/16,7:51:00,PM,85,69,60,43,6,0
7/17/16,8:51:00,PM,83,68,60,46,0,0
7/17/16,9:51:00,PM,82,68,60,47,0,0
7/17/16,10:51:00,PM,81,67,59,47,0,0
7/17/16,11:51:00,PM,81,68,60,49,3,0
7/18/16,12:51:00,AM,81,69,62,53,6,0
7/18/16,1:51:00,AM,80,70,64,58,8,0
7/18/16,2:51:00,AM,79,70,65,62,3,0
7/18/16,3:51:00,AM,77,70,66,69,8,0
7/18/16,4:51:00,AM,77,70,67,71,3,0
7/18/16,5:51:00,AM,77,71,68,74,5,0
7/18/16,6:51:00,AM,78,71,68,71,6,0
7/18/16,7:51:00,AM,80,73,69,69,0,0
7/18/16,8:51:00,AM,83,73,68,61,3,0
7/18/16,9:51:00,AM,86,74,68,55,7,0
7/18/16,10:51:00,AM,90,76,69,50,6,0
7/18/16,11:51:00,AM,90,75,68,48,9,0
7/18/16,12:51:00,PM,92,74,65,41,9,0
7/18/16,1:51:00,PM,91,74,66,44,11,0
7/18/16,2:51:00,PM,90,73,64,42,8,0
7/18/16,3:51:00,PM,82,73,69,65,8,0.28
7/18/16,4:51:00,PM,73,71,70,90,3,0.07
7/18/16,5:51:00,PM,74,72,71,91,5,0
7/18/16,6:51:00,PM,75,71,69,82,5,0
7/18/16,7:51:00,PM,75,71,69,82,5,0
7/18/16,8:51:00,PM,78,73,71,79,5,0
7/18/16,9:51:00,PM,76,73,71,85,5,0
7/18/16,10:51:00,PM,76,72,70,82,3,0
7/18/16,11:51:00,PM,76,72,70,82,6,0
7/19/16,12:51:00,AM,76,72,70,82,3,0
7/19/16,1:51:00,AM,76,71,69,79,0,0
7/19/16,2:51:00,AM,75,70,67,76,5,0
7/19/16,3:51:00,AM,75,68,64,69,3,0
7/19/16,4:51:00,AM,74,65,59,60,0,0
7/19/16,5:51:00,AM,74,64,57,56,6,0
7/19/16,6:51:00,AM,74,64,57,56,8,0
7/19/16,7:51:00,AM,75,63,55,50,9,0
7/19/16,8:51:00,AM,76,63,54,47,10,0
7/19/16,9:51:00,AM,79,64,53,41,0,0
7/19/16,10:51:00,AM,80,64,54,41,8,0
7/19/16,11:51:00,AM,81,63,51,35,9,0
7/19/16,12:51:00,PM,82,65,54,38,6,0
7/19/16,1:51:00,PM,80,64,52,38,6,0
7/19/16,2:51:00,PM,82,64,52,35,6,0
7/19/16,3:51:00,PM,83,64,50,32,5,0
7/19/16,4:51:00,PM,82,63,49,32,5,0
7/19/16,5:51:00,PM,81,63,49,33,5,0
7/19/16,6:51:00,PM,79,62,50,36,7,0
7/19/16,7:51:00,PM,79,62,50,36,3,0
7/19/16,8:51:00,PM,79,62,50,36,6,0
7/19/16,9:51:00,PM,78,62,50,37,5,0
7/19/16,10:51:00,PM,76,62,51,42,3,0
7/19/16,11:51:00,PM,74,61,52,46,0,0
7/20/16,12:51:00,AM,73,61,53,50,5,0
7/20/16,1:51:00,AM,73,60,51,46,3,0
7/20/16,2:51:00,AM,72,61,52,50,3,0
7/20/16,3:51:00,AM,71,60,51,49,5,0
7/20/16,4:51:00,AM,70,59,51,51,5,0
7/20/16,5:51:00,AM,70,60,52,53,5,0
7/20/16,6:51:00,AM,72,62,55,55,3,0
7/20/16,7:51:00,AM,74,61,52,46,3,0
7/20/16,8:51:00,AM,75,62,52,45,8,0
7/20/16,9:51:00,AM,76,61,49,39,7,0
7/20/16,10:51:00,AM,80,64,52,38,6,0
7/20/16,11:51:00,AM,82,63,50,33,5,0
7/20/16,12:51:00,PM,83,65,52,34,0,0
7/20/16,1:51:00,PM,83,65,52,34,0,0
7/20/16,2:51:00,PM,81,64,53,38,0,0
7/20/16,3:51:00,PM,80,66,58,47,0,0
7/20/16,4:51:00,PM,80,66,58,47,0,0
7/20/16,5:51:00,PM,78,66,58,50,0,0
7/20/16,6:51:00,PM,76,65,58,54,3,0
7/20/16,7:51:00,PM,76,65,58,54,3,0
7/20/16,8:51:00,PM,75,65,58,55,0,0
7/20/16,9:51:00,PM,75,64,57,54,0,0
7/20/16,10:51:00,PM,74,64,58,57,5,0
7/20/16,11:51:00,PM,73,65,59,62,0,0
7/21/16,12:51:00,AM,72,65,60,66,1,0
7/21/16,1:51:00,AM,73,66,61,66,3,0
7/21/16,2:51:00,AM,72,66,62,71,9,0
7/21/16,3:51:00,AM,71,65,62,73,3,0
7/21/16,4:51:00,AM,72,66,63,73,6,0
7/21/16,5:51:00,AM,72,67,64,76,7,0
7/21/16,6:51:00,AM,74,67,63,69,7,0
7/21/16,7:51:00,AM,76,67,62,62,6,0
7/21/16,8:51:00,AM,79,68,61,54,3,0
7/21/16,9:51:00,AM,82,68,60,47,6,0
7/21/16,10:51:00,AM,86,69,60,42,3,0
7/21/16,11:51:00,AM,89,69,57,34,0,0
7/21/16,12:51:00,PM,88,70,59,38,0,0
7/21/16,1:51:00,PM,86,70,61,43,3,0
7/21/16,2:51:00,PM,85,71,64,50,8,0
7/21/16,3:51:00,PM,84,70,63,49,3,0
7/21/16,4:51:00,PM,83,70,63,51,6,0
7/21/16,5:51:00,PM,82,71,65,56,7,0
7/21/16,6:51:00,PM,81,71,65,58,6,0
7/21/16,7:51:00,PM,80,70,65,60,8,0
7/21/16,8:51:00,PM,79,70,65,62,3,0
7/21/16,9:51:00,PM,78,69,64,62,7,0
7/21/16,10:51:00,PM,78,69,64,62,6,0
7/21/16,11:51:00,PM,77,69,65,66,5,0
7/22/16,12:51:00,AM,76,69,65,69,6,0
7/22/16,1:51:00,AM,75,69,66,74,8,0
7/22/16,2:51:00,AM,75,70,68,79,9,0
7/22/16,3:51:00,AM,74,70,68,82,9,0
7/22/16,4:51:00,AM,75,70,67,76,5,0
7/22/16,5:51:00,AM,75,70,67,76,8,0
7/22/16,6:51:00,AM,76,70,67,74,6,0
7/22/16,7:51:00,AM,78,71,67,69,6,0
