offset,PDemand Feature,Day1,Day2,Hour Index,Season1,Season2,Season3,Season4,TOD1,TOD2,TOD3,TOD4,TOD5,dewtemp,drytemp,humidity,precip,wind speed,Courthouse y
1,-0.847323417,1,0,-1.372398725,0,0,1,0,0,0,0,0,1,0.21769642600000003,-0.114216173,0.600305526,-0.163486338,-1.452963667,220.0
1,-0.724359018,1,0,-0.939009654,0,0,0,1,0,1,0,0,0,-1.4267908519999999,-1.55065702,-0.32111169100000003,-0.163486338,-0.633626082,261.0
1,0.10257656400000001,1,0,-0.36115755899999996,1,0,0,0,0,0,0,1,0,-0.312783341,-0.17167380699999998,-0.47468122700000004,-0.163486338,-0.633626082,664.0
1,2.328232183,1,0,-0.072231512,0,0,1,0,0,0,0,1,0,1.3317039370000001,1.72442811,-0.47468122700000004,-0.163486338,-0.087401025,1269.0
1,1.532037701,0,1,-0.21669453600000002,0,0,1,0,0,0,0,1,0,1.5438958440000001,1.379682307,0.600305526,-0.163486338,-0.633626082,1015.0
1,0.824992407,1,0,0.36115755899999996,0,0,0,1,1,0,0,0,0,-0.684119178,-0.688792512,-0.32111169100000003,-0.163486338,-1.452963667,772.0
1,-0.761248338,0,1,-1.372398725,0,0,1,0,0,0,0,0,1,1.013416077,0.632733067,0.9586344440000001,-0.163486338,0.18571150399999997,245.0
1,0.9756237959999999,0,1,0.505620583,0,0,0,1,1,0,0,0,0,-2.063366573,-1.6655722880000001,-1.3960984440000002,-0.163486338,-0.087401025,812.0
1,-0.6751732579999999,0,1,0.650083607,0,0,1,0,1,0,0,0,0,1.225607984,1.781885744,-0.730630454,-0.163486338,0.45882403200000005,279.0
1,-0.761248338,1,0,-1.227935701,0,0,0,1,0,0,0,0,1,-2.169462526,-1.9528604569999999,-1.140149217,-0.163486338,0.45882403200000005,250.0
1,-0.844249307,0,1,-0.650083607,0,0,0,1,0,1,0,0,0,-0.47192727100000004,-0.9186230470000001,0.7026852170000001,-0.163486338,2.64372426,306.0
1,-0.724359018,0,1,1.227935701,0,0,1,0,0,0,0,0,1,1.225607984,1.494597575,-0.269921846,-0.163486338,0.18571150399999997,267.0
1,2.272898204,1,0,0.650083607,0,0,1,0,1,0,0,0,0,1.384751914,1.72442811,-0.372301536,-0.163486338,-0.633626082,1229.0
1,-0.785841217,0,1,0.505620583,0,0,1,0,1,0,0,0,0,1.11951203,1.8393433780000001,-0.9865796809999999,-0.163486338,-0.087401025,249.0
1,-0.878064517,0,1,1.227935701,0,0,0,1,0,0,0,0,1,0.32379237899999996,-0.05675854,0.753875063,-0.163486338,-0.087401025,212.0
1,0.43458044100000004,1,0,0.505620583,1,0,0,0,1,0,0,0,0,-0.524975248,0.517817799,-1.7032375169999998,-0.163486338,-1.452963667,629.0
1,1.9316719969999998,1,0,0.21669453600000002,1,0,0,0,1,0,0,0,0,1.013416077,1.379682307,-0.47468122700000004,-0.163486338,0.45882403200000005,1132.0
1,-0.881138627,0,1,-1.661324773,1,0,0,0,0,0,0,0,1,1.013416077,0.402902531,1.572912589,0.08806664199999999,-1.452963667,211.0
1,1.4828519409999998,1,0,1.372398725,0,0,1,0,0,0,0,0,1,0.058552495999999996,0.805105968,-1.242528908,-0.163486338,-0.633626082,735.0
1,-0.761248338,1,0,-0.650083607,1,0,0,0,0,1,0,0,0,0.589032263,0.115614362,1.061014135,-0.163486338,-1.452963667,317.0
1,0.173281094,1,0,-0.505620583,0,0,1,0,0,0,0,1,0,0.9603681000000001,0.920021236,0.190786763,-0.163486338,-1.452963667,896.0
1,0.926438036,0,1,0.36115755899999996,0,0,0,1,1,0,0,0,0,-0.896311085,-1.608114654,1.368153207,0.339619623,1.0050490890000001,793.0
1,-0.699766138,0,1,-1.661324773,0,1,0,0,0,0,0,0,1,-1.214598945,-1.435741752,-0.065162464,-0.163486338,1.551274146,264.0
1,0.794251308,1,0,0.21669453600000002,0,0,0,1,1,0,0,0,0,-1.4267908519999999,-0.688792512,-1.600857826,-0.163486338,2.370611731,758.0
1,1.9900800859999999,1,0,0.072231512,0,0,1,0,1,0,0,0,0,1.066464053,1.264767039,-0.218732,-0.163486338,2.916836788,1146.0
1,-0.905731506,1,0,-1.661324773,0,1,0,0,0,0,0,0,1,-1.214598945,-0.344046709,-1.7032375169999998,-0.163486338,0.45882403200000005,200.0
1,0.8219182970000001,1,0,0.21669453600000002,0,0,0,1,1,0,0,0,0,-0.312783341,-0.458961977,0.08840707199999999,-0.163486338,-0.633626082,755.0
1,0.39769112100000004,1,0,-0.21669453600000002,0,0,0,1,0,0,0,1,0,-1.0024070379999999,-0.9186230470000001,-0.5770609179999999,-0.163486338,0.45882403200000005,668.0
1,-0.865768077,1,0,-1.227935701,0,0,1,0,0,0,0,0,1,0.32379237899999996,0.28798726399999997,-0.013972618999999999,-0.163486338,1.0050490890000001,219.0
1,2.595679751,1,0,1.227935701,0,0,1,0,0,0,0,0,1,1.862183704,1.379682307,1.470532898,2.100490483,-1.452963667,1308.0
1,-0.7458777879999999,1,0,1.661324773,1,0,0,0,0,0,0,0,1,-0.631071201,-0.458961977,-0.6282507629999999,-0.163486338,-0.633626082,235.0
1,-0.804285877,1,0,-1.227935701,0,1,0,0,0,0,0,0,1,-1.320694899,-1.148453583,-0.833010145,-0.163486338,-0.633626082,233.0
1,-0.752026008,0,1,1.661324773,0,1,0,0,0,0,0,0,1,-1.108502992,-0.9186230470000001,-0.7818203,-0.163486338,0.18571150399999997,243.0
1,-0.55220886,1,0,-0.939009654,0,0,1,0,0,1,0,0,0,1.225607984,1.092394138,0.497925836,-0.163486338,0.73193656,319.0
1,0.8557335070000001,0,1,1.083472678,0,0,0,1,0,0,1,0,0,-2.010318596,-1.780487555,-1.140149217,-0.163486338,0.73193656,691.0
1,2.62027263,1,0,1.083472678,0,0,1,0,0,0,1,0,0,1.649991797,1.4371399409999999,0.753875063,-0.163486338,1.278161617,1300.0
1,0.8188441870000001,1,0,0.650083607,0,0,0,1,1,0,0,0,0,-1.798126689,-1.493199386,-1.140149217,-0.163486338,0.73193656,763.0
1,-0.847323417,1,0,-0.79454663,0,0,1,0,0,1,0,0,0,0.111600473,-0.22913144100000002,0.600305526,-0.163486338,-1.452963667,215.0
1,0.812695967,1,0,0.650083607,0,1,0,0,1,0,0,0,0,0.058552495999999996,1.494597575,-1.9079968980000002,-0.163486338,-0.087401025,738.0
1,0.40691345100000004,0,1,-0.21669453600000002,0,0,0,1,0,0,0,1,0,-1.108502992,-1.033538315,-0.6282507629999999,-0.163486338,0.18571150399999997,692.0
1,0.8403629570000001,1,0,0.505620583,0,1,0,0,1,0,0,0,0,-0.737167155,0.058156728,-1.498478135,-0.163486338,-1.452963667,778.0
1,-0.844249307,0,1,-0.21669453600000002,0,0,0,1,0,0,0,1,0,-1.108502992,-1.033538315,-0.6282507629999999,-0.163486338,-0.633626082,223.0
1,-0.56143119,1,0,-0.939009654,0,0,1,0,0,1,0,0,0,0.21769642600000003,-0.17167380699999998,0.753875063,-0.163486338,-1.452963667,310.0
1,-0.8565457470000001,1,0,1.372398725,0,1,0,0,0,0,0,0,1,0.32379237899999996,-0.22913144100000002,1.214583671,0.08806664199999999,-1.452963667,215.0
1,-0.859619857,1,0,-1.516861749,0,0,0,1,0,0,0,0,1,-0.896311085,-0.861165414,-0.47468122700000004,-0.163486338,-0.633626082,211.0
1,-0.49072666,0,1,-1.661324773,1,0,0,0,0,0,0,0,1,0.907320123,0.28798726399999997,1.572912589,4.112914324,-0.087401025,237.0
1,2.411233152,0,1,0.505620583,0,0,1,0,1,0,0,0,0,1.4908478669999998,1.149851771,1.00982429,8.137762005,-0.90673861,1268.0
1,0.775806648,1,0,0.505620583,0,1,0,0,1,0,0,0,0,0.32379237899999996,-0.286589075,1.368153207,-0.163486338,1.278161617,750.0
1,0.831140627,0,1,0.505620583,0,0,1,0,1,0,0,0,0,0.64208024,0.058156728,1.4193430530000002,-0.163486338,1.0050490890000001,775.0
1,1.6550021000000001,1,0,-0.939009654,0,0,1,0,0,1,0,0,0,1.11951203,1.322224673,-0.218732,-0.163486338,-0.087401025,1034.0
1,0.59136005,0,1,1.227935701,0,0,0,1,0,0,0,0,1,-0.896311085,-0.861165414,-0.47468122700000004,-0.163486338,-1.452963667,641.0
1,-0.8165823170000001,1,0,1.516861749,0,1,0,0,0,0,0,0,1,-0.312783341,-1.033538315,1.572912589,-0.163486338,0.73193656,230.0
1,-0.8565457470000001,1,0,-1.516861749,0,0,0,1,0,0,0,0,1,-0.737167155,-1.033538315,0.24197660899999998,-0.163486338,0.18571150399999997,218.0
1,-0.810434097,1,0,-1.372398725,0,0,0,1,0,0,0,0,1,-0.047543458,-0.573877244,1.061014135,-0.163486338,-1.452963667,231.0
1,-0.868842187,0,1,-0.21669453600000002,1,0,0,0,0,0,0,1,0,0.907320123,0.575275433,0.856254753,-0.163486338,-0.633626082,231.0
1,-0.140278124,1,0,1.661324773,1,0,0,0,0,0,0,0,1,-0.47192727100000004,-0.22913144100000002,-0.730630454,-0.163486338,2.097499203,447.0
1,-0.850397527,1,0,-1.227935701,1,0,0,0,0,0,0,0,1,0.005504519,-0.688792512,1.572912589,-0.163486338,0.18571150399999997,221.0
1,-0.847323417,0,1,-1.227935701,1,0,0,0,0,0,0,0,1,0.535984286,0.34544489700000003,0.395546145,-0.163486338,-0.087401025,219.0
1,-0.862693967,1,0,-1.372398725,0,0,1,0,0,0,0,0,1,0.005504519,-0.114216173,0.08840707199999999,-0.163486338,-0.633626082,217.0
1,0.57906361,1,0,-0.21669453600000002,0,1,0,0,0,0,0,1,0,-0.36583131799999996,-0.631334878,0.29316645399999997,-0.163486338,1.0050490890000001,740.0
1,0.50528497,0,1,1.372398725,0,0,0,1,0,0,0,0,1,-1.851174666,-1.9528604569999999,-0.47468122700000004,-0.163486338,-0.087401025,623.0
1,-0.8534716370000001,0,1,-1.372398725,1,0,0,0,0,0,0,0,1,0.48293631,0.28798726399999997,0.395546145,-0.163486338,0.45882403200000005,221.0
1,-0.55835708,1,0,1.516861749,0,0,0,1,0,0,0,0,1,-1.267646922,-1.7230299219999998,0.497925836,-0.163486338,1.551274146,257.0
1,2.119192705,1,0,0.505620583,0,0,1,0,1,0,0,0,0,1.27865596,1.379682307,-0.013972618999999999,-0.163486338,0.45882403200000005,1210.0
1,0.8188441870000001,1,0,0.36115755899999996,0,1,0,0,1,0,0,0,0,-0.418879295,0.0006990939999999999,-0.9353898359999999,-0.163486338,0.45882403200000005,762.0
1,-0.825804647,1,0,0.650083607,0,1,0,0,1,0,0,0,0,-0.10059143400000001,0.058156728,-0.47468122700000004,-0.163486338,1.0050490890000001,225.0
1,-0.770470668,1,0,-0.939009654,1,0,0,0,0,1,0,0,0,1.27865596,0.6901907009999999,1.572912589,-0.163486338,-0.633626082,245.0
1,-0.8934350659999999,0,1,0.650083607,1,0,0,0,1,0,0,0,0,0.64208024,0.632733067,0.037217227,-0.163486338,-0.087401025,202.0
1,-0.084944144,1,0,-0.36115755899999996,0,1,0,0,0,0,0,1,0,-0.524975248,-0.286589075,-0.679440609,-0.163486338,-0.087401025,468.0
1,-0.625987499,1,0,-0.79454663,0,0,0,1,0,1,0,0,0,-0.631071201,-0.9760806809999999,0.395546145,-0.163486338,-0.633626082,325.0
1,-0.8381010870000001,0,1,-1.372398725,0,1,0,0,0,0,0,0,1,0.005504519,0.632733067,-1.140149217,-0.163486338,1.0050490890000001,221.0
1,-0.51839365,1,0,-0.505620583,0,1,0,0,0,0,0,1,0,0.270744403,-0.401504343,1.572912589,-0.163486338,0.18571150399999997,517.0
1,-0.755100118,1,0,-1.516861749,0,0,0,1,0,0,0,0,1,-1.692030736,-1.378284118,-1.140149217,-0.163486338,0.45882403200000005,243.0
1,0.846511177,1,0,0.505620583,0,0,0,1,1,0,0,0,0,-0.631071201,-0.631334878,-0.32111169100000003,-0.163486338,-0.087401025,774.0
1,0.437654551,1,0,-0.072231512,0,0,0,1,0,0,0,1,0,-1.055455015,-1.033538315,-0.47468122700000004,-0.163486338,1.0050490890000001,676.0
1,-0.8381010870000001,0,1,-0.650083607,1,0,0,0,0,1,0,0,0,-0.578023225,-0.9186230470000001,0.395546145,-0.163486338,-1.452963667,226.0
1,-0.862693967,1,0,1.083472678,0,1,0,0,0,0,1,0,0,0.48293631,-0.22913144100000002,1.726482125,1.094278563,-0.633626082,216.0
1,-0.804285877,0,1,-0.939009654,0,0,1,0,0,1,0,0,0,1.5438958440000001,0.97747887,1.624102434,0.08806664199999999,-1.452963667,237.0
1,1.7994852680000002,1,0,-1.083472678,0,0,1,0,0,1,0,0,0,1.43779989,1.207309405,0.7026852170000001,-0.163486338,-1.452963667,1066.0
1,-0.7827671070000001,1,0,-1.516861749,1,0,0,0,0,0,0,0,1,-0.312783341,-0.573877244,0.344356299,-0.163486338,-0.633626082,242.0
1,-0.878064517,1,0,0.650083607,0,1,0,0,1,0,0,0,0,0.005504519,0.460360165,-0.88419999,-0.163486338,-0.633626082,210.0
1,-0.8196564270000001,1,0,-0.79454663,1,0,0,0,0,1,0,0,0,0.854272147,0.517817799,0.805064908,-0.163486338,-1.452963667,241.0
1,0.775806648,1,0,0.072231512,0,0,0,1,1,0,0,0,0,-0.25973536399999997,-0.9760806809999999,1.572912589,-0.163486338,0.73193656,758.0
1,-0.847323417,1,0,-0.79454663,1,0,0,0,0,1,0,0,0,-0.684119178,-0.861165414,-0.013972618999999999,-0.163486338,0.73193656,219.0
1,0.907993377,1,0,0.650083607,0,0,0,1,1,0,0,0,0,-1.214598945,-0.9760806809999999,-0.88419999,-0.163486338,1.551274146,802.0
1,0.8219182970000001,0,1,0.939009654,0,0,0,1,0,0,1,0,0,-0.047543458,-0.80370778,1.777671971,1.5973845230000001,1.278161617,733.0
1,0.831140627,0,1,-0.072231512,0,1,0,0,0,0,0,1,0,-1.373742875,-1.148453583,-0.9353898359999999,-0.163486338,0.18571150399999997,772.0
1,-0.791989437,0,1,-1.083472678,0,0,1,0,0,1,0,0,0,1.4908478669999998,1.149851771,1.00982429,-0.163486338,-0.633626082,241.0
1,-0.8012117670000001,1,0,-0.939009654,0,1,0,0,0,1,0,0,0,0.48293631,0.173071996,0.6514953720000001,-0.163486338,-1.452963667,235.0
1,-0.791989437,0,1,0.650083607,0,0,0,1,1,0,0,0,0,-1.108502992,-0.861165414,-0.88419999,-0.163486338,0.73193656,236.0
1,0.210170413,1,0,-1.661324773,1,0,0,0,0,0,0,0,1,-0.25973536399999997,0.115614362,-0.833010145,-0.163486338,-0.633626082,912.0
1,0.757361988,1,0,0.072231512,0,1,0,0,1,0,0,0,0,0.270744403,-0.401504343,1.572912589,-0.163486338,0.18571150399999997,743.0
1,-0.8012117670000001,1,0,-1.516861749,0,0,0,1,0,0,0,0,1,-0.153639411,-0.861165414,1.521722744,-0.163486338,0.45882403200000005,237.0
1,0.456099211,1,0,1.227935701,0,0,0,1,0,0,0,0,1,-0.047543458,-0.22913144100000002,0.190786763,-0.163486338,-0.087401025,594.0
1,-0.841175197,1,0,-1.516861749,0,1,0,0,0,0,0,0,1,0.005504519,-0.746250146,1.726482125,-0.163486338,-0.633626082,223.0
1,-0.841175197,1,0,-1.372398725,0,1,0,0,0,0,0,0,1,0.005504519,-0.746250146,1.726482125,-0.163486338,-1.452963667,219.0
1,2.128415035,1,0,0.79454663,0,0,1,0,0,0,1,0,0,1.384751914,0.862563602,1.470532898,-0.163486338,-0.633626082,1162.0
1,0.6866574590000001,0,1,0.939009654,0,1,0,0,0,0,1,0,0,-0.153639411,0.575275433,-1.2937187540000001,-0.163486338,0.18571150399999997,642.0
1,-0.773544778,1,0,-0.650083607,0,0,0,1,0,1,0,0,0,0.21769642600000003,-0.17167380699999998,0.753875063,-0.163486338,1.0050490890000001,268.0
1,-0.755100118,0,1,0.650083607,0,0,0,1,1,0,0,0,0,-1.161550969,-1.2633688509999998,-0.269921846,-0.163486338,0.18571150399999997,247.0
1,0.105650674,0,1,0.505620583,0,0,1,0,1,0,0,0,0,1.172560007,1.6095128419999998,-0.5770609179999999,-0.163486338,-0.633626082,276.0
1,0.449950991,1,0,-0.21669453600000002,0,0,0,1,0,0,0,1,0,-0.896311085,-1.6655722880000001,1.521722744,3.8613613439999996,2.097499203,674.0
1,1.661150319,1,0,1.227935701,0,0,1,0,0,0,0,0,1,0.9603681000000001,1.034936504,-0.065162464,-0.163486338,-1.452963667,1015.0
1,-0.435392681,1,0,-0.505620583,0,0,0,1,0,0,0,1,0,-0.949359062,-1.090995949,-0.116352309,-0.163486338,-0.633626082,551.0
1,-0.595246399,0,1,-0.650083607,0,1,0,0,0,1,0,0,0,-0.524975248,-0.114216173,-0.9353898359999999,-0.163486338,-0.087401025,485.0
1,2.0423399559999997,1,0,-0.072231512,0,0,1,0,0,0,0,1,0,1.3317039370000001,1.034936504,0.856254753,-0.163486338,1.278161617,1180.0
1,1.458259061,1,0,-1.227935701,0,0,1,0,0,0,0,0,1,1.384751914,0.805105968,1.624102434,9.647079886,-1.452963667,980.0
1,-0.810434097,0,1,1.227935701,1,0,0,0,0,0,0,0,1,1.066464053,0.7476483340000001,0.856254753,-0.163486338,-0.633626082,234.0
1,-0.8165823170000001,1,0,0.939009654,0,1,0,0,0,0,1,0,0,-0.524975248,-0.9186230470000001,0.549115681,-0.163486338,0.18571150399999997,230.0
1,0.456099211,1,0,1.083472678,0,1,0,0,0,0,1,0,0,-0.25973536399999997,-0.114216173,-0.372301536,-0.163486338,0.18571150399999997,458.0
1,-0.420022131,1,0,-0.505620583,0,0,1,0,0,0,0,1,0,0.48293631,0.805105968,-0.5770609179999999,-0.163486338,0.18571150399999997,771.0
1,-0.807359987,0,1,1.372398725,1,0,0,0,0,0,0,0,1,1.066464053,0.805105968,0.7026852170000001,-0.163486338,-0.633626082,233.0
1,-0.785841217,1,0,-1.083472678,0,0,0,1,0,1,0,0,0,-0.047543458,-0.631334878,1.214583671,1.8489375030000001,0.45882403200000005,241.0
1,-0.825804647,1,0,-0.21669453600000002,0,0,1,0,0,0,0,1,0,0.907320123,1.72442811,-1.140149217,-0.163486338,-0.087401025,230.0
1,0.834214737,0,1,0.36115755899999996,0,1,0,0,1,0,0,0,0,0.42988833299999996,-0.22913144100000002,1.572912589,-0.163486338,3.463061845,777.0
1,0.391542901,1,0,-0.36115755899999996,0,1,0,0,0,0,0,1,0,-0.047543458,-0.05675854,-0.116352309,-0.163486338,0.18571150399999997,665.0
1,0.096428344,1,0,1.516861749,0,0,1,0,0,0,0,0,1,0.164648449,0.0006990939999999999,0.24197660899999998,-0.163486338,0.18571150399999997,271.0
1,-0.035758385,0,1,-0.505620583,0,1,0,0,0,0,0,1,0,-0.524975248,-0.17167380699999998,-0.88419999,-0.163486338,-0.087401025,596.0
1,0.831140627,1,0,0.505620583,0,0,0,1,1,0,0,0,0,-1.161550969,-0.861165414,-0.9865796809999999,-0.163486338,0.18571150399999997,756.0
1,1.694965529,1,0,1.516861749,0,0,1,0,0,0,0,0,1,1.4908478669999998,1.092394138,1.1633938259999999,-0.163486338,-0.087401025,1051.0
1,0.9694755759999999,0,1,0.21669453600000002,0,0,0,1,1,0,0,0,0,-0.206687388,-0.746250146,1.061014135,-0.163486338,0.45882403200000005,809.0
1,-0.435392681,0,1,1.661324773,0,0,0,1,0,0,0,0,1,0.32379237899999996,-0.17167380699999998,1.061014135,-0.163486338,-0.633626082,255.0
1,0.333134812,1,0,1.372398725,0,1,0,0,0,0,0,0,1,-2.540798363,-1.608114654,-2.061566435,-0.163486338,2.097499203,555.0
1,-0.776618888,0,1,1.516861749,0,0,1,0,0,0,0,0,1,0.376840356,0.805105968,-0.7818203,-0.163486338,-0.633626082,248.0
1,-0.456911451,1,0,-0.79454663,0,0,1,0,0,1,0,0,0,1.3317039370000001,0.6901907009999999,1.726482125,5.622232205,0.18571150399999997,349.0
1,-0.807359987,1,0,-1.227935701,0,0,0,1,0,0,0,0,1,-1.851174666,-1.837945189,-0.730630454,-0.163486338,1.0050490890000001,234.0
1,-0.702840248,1,0,-0.650083607,0,0,1,0,0,1,0,0,0,1.43779989,1.322224673,0.44673599,-0.163486338,-1.452963667,742.0
1,-0.7981376570000001,1,0,1.083472678,0,0,0,1,0,0,1,0,0,-1.320694899,-0.9760806809999999,-1.088959372,-0.163486338,-0.087401025,237.0
1,-0.807359987,0,1,-0.505620583,1,0,0,0,0,0,0,1,0,0.111600473,-0.51641961,1.368153207,0.842725583,0.73193656,232.0
1,-0.8196564270000001,1,0,-1.083472678,0,1,0,0,0,1,0,0,0,-1.267646922,-0.51641961,-1.549667981,-0.163486338,-0.087401025,319.0
1,0.797325418,1,0,1.083472678,0,0,0,1,0,0,1,0,0,-1.6389827590000001,-1.205911217,-1.2937187540000001,-0.163486338,0.45882403200000005,682.0
1,1.959338987,1,0,0.939009654,0,0,1,0,0,0,1,0,0,0.9603681000000001,1.322224673,-0.525871073,-0.163486338,-0.360513553,1061.0
1,-0.822730537,1,0,-1.372398725,1,0,0,0,0,0,0,0,1,0.80122417,0.23052963,1.4193430530000002,-0.163486338,-0.633626082,226.0
1,1.261516023,1,0,-0.36115755899999996,0,0,1,0,0,0,0,1,0,0.32379237899999996,0.97747887,-1.088959372,-0.163486338,-0.087401025,1066.0
1,0.8188441870000001,1,0,0.79454663,0,0,0,1,0,0,1,0,0,-1.6389827590000001,-1.55065702,-0.7818203,-0.163486338,0.45882403200000005,753.0
1,-0.681321478,1,0,1.372398725,1,0,0,0,0,0,0,0,1,-0.631071201,-0.401504343,-0.730630454,-0.163486338,1.0050490890000001,265.0
1,0.741991438,1,0,0.072231512,0,0,0,1,1,0,0,0,0,0.48293631,0.173071996,0.6514953720000001,-0.163486338,0.18571150399999997,745.0
1,-0.828878757,1,0,0.939009654,0,0,0,1,0,0,1,0,0,-0.8432631079999999,-0.688792512,-0.679440609,-0.163486338,1.0050490890000001,226.0
1,-0.755100118,1,0,0.072231512,0,1,0,0,1,0,0,0,0,-2.169462526,-2.067775725,-0.9865796809999999,-0.163486338,1.551274146,253.0
1,0.8926228270000001,0,1,0.072231512,0,0,0,1,1,0,0,0,0,-1.532886806,-1.378284118,-0.88419999,-0.163486338,0.73193656,797.0
1,-0.573727629,0,1,-0.79454663,0,1,0,0,0,1,0,0,0,-0.790215132,-0.401504343,-0.9865796809999999,-0.163486338,-0.633626082,317.0
1,-0.8565457470000001,1,0,-0.650083607,0,1,0,0,0,1,0,0,0,-0.312783341,-0.17167380699999998,-0.47468122700000004,-0.163486338,0.73193656,218.0
1,-0.8534716370000001,1,0,0.21669453600000002,0,0,0,1,1,0,0,0,0,-1.4267908519999999,-0.9760806809999999,-1.242528908,-0.163486338,0.73193656,216.0
1,-0.8012117670000001,1,0,0.939009654,0,0,1,0,0,0,1,0,0,0.695128216,1.4371399409999999,-1.088959372,-0.163486338,-0.633626082,238.0
1,1.756447729,1,0,1.227935701,0,0,1,0,0,0,0,0,1,1.013416077,1.72442811,-0.9865796809999999,-0.163486338,0.18571150399999997,1057.0
1,-0.8165823170000001,0,1,0.36115755899999996,0,0,0,1,1,0,0,0,0,-0.949359062,-0.573877244,-1.037769527,-0.163486338,2.370611731,230.0
1,-0.770470668,0,1,0.79454663,0,0,0,1,0,0,1,0,0,-0.25973536399999997,-0.9760806809999999,1.572912589,-0.163486338,-0.087401025,249.0
1,-0.828878757,0,1,-0.939009654,0,0,0,1,0,1,0,0,0,0.376840356,-0.114216173,1.061014135,-0.163486338,0.45882403200000005,225.0
1,-0.8012117670000001,0,1,1.661324773,0,0,0,1,0,0,0,0,1,-1.479838829,-0.861165414,-1.498478135,-0.163486338,1.0050490890000001,233.0
1,1.7933370480000002,1,0,0.650083607,0,0,1,0,1,0,0,0,0,0.48293631,1.149851771,-1.037769527,-0.163486338,0.45882403200000005,1055.0
1,-0.770470668,1,0,-0.79454663,1,0,0,0,0,1,0,0,0,0.535984286,0.173071996,0.805064908,-0.163486338,1.0050490890000001,246.0
1,-0.770470668,1,0,-0.79454663,1,0,0,0,0,1,0,0,0,0.48293631,0.173071996,0.6514953720000001,-0.163486338,2.64372426,252.0
1,2.0454140659999998,1,0,0.79454663,1,0,0,0,0,0,1,0,0,0.907320123,1.092394138,-0.218732,-0.163486338,-1.452963667,1139.0
1,-0.804285877,1,0,-1.227935701,0,0,0,1,0,0,0,0,1,-0.8432631079999999,-1.148453583,0.24197660899999998,-0.163486338,1.0050490890000001,234.0
1,-0.776618888,1,0,0.79454663,0,0,1,0,0,0,1,0,0,1.3317039370000001,0.862563602,1.265773517,-0.163486338,-0.087401025,246.0
1,-0.724359018,0,1,1.516861749,0,0,1,0,0,0,0,0,1,1.27865596,1.4371399409999999,-0.116352309,-0.163486338,-0.087401025,520.0
1,2.807793339,1,0,0.21669453600000002,0,0,1,0,1,0,0,0,0,1.4908478669999998,1.666970476,-0.065162464,-0.163486338,-0.633626082,1388.0
1,1.56585291,1,0,1.372398725,0,0,1,0,0,0,0,0,1,1.27865596,1.149851771,0.44673599,-0.163486338,0.18571150399999997,857.0
1,-0.444615011,1,0,1.083472678,0,0,1,0,0,0,1,0,0,0.80122417,1.264767039,-0.679440609,-0.163486338,1.551274146,354.0
1,0.354653582,1,0,-0.21669453600000002,0,0,0,1,0,0,0,1,0,-1.214598945,-0.688792512,-1.2937187540000001,-0.163486338,4.5555119589999995,662.0
1,-0.7643224479999999,0,1,-0.79454663,0,0,1,0,0,1,0,0,0,1.596943821,1.494597575,0.497925836,-0.163486338,-0.087401025,247.0
1,-0.8165823170000001,1,0,0.79454663,0,1,0,0,0,0,1,0,0,-0.153639411,0.0006990939999999999,-0.47468122700000004,-0.163486338,-0.087401025,230.0
1,-0.822730537,1,0,1.372398725,0,0,1,0,0,0,0,0,1,0.376840356,0.28798726399999997,0.13959691800000001,-0.163486338,-0.087401025,227.0
1,1.3660357619999999,1,0,-0.36115755899999996,1,0,0,0,0,0,0,1,0,1.066464053,0.97747887,0.344356299,-0.163486338,0.18571150399999997,1072.0
1,-0.619839279,1,0,-1.083472678,0,0,1,0,0,1,0,0,0,1.384751914,0.805105968,1.624102434,1.345831543,-0.633626082,340.0
1,0.7850289779999999,1,0,0.650083607,0,0,0,1,1,0,0,0,0,-0.312783341,-0.861165414,1.00982429,0.08806664199999999,-0.633626082,760.0
1,-0.647506269,1,0,-1.661324773,0,0,1,0,0,0,0,0,1,0.854272147,0.7476483340000001,0.29316645399999997,-0.163486338,-0.087401025,258.0
1,-0.349317602,0,1,-0.79454663,0,0,0,1,0,1,0,0,0,-1.692030736,-1.205911217,-1.3960984440000002,-0.163486338,1.0050490890000001,379.0
1,-0.748951898,1,0,-1.516861749,0,0,0,1,0,0,0,0,1,0.535984286,0.23052963,0.6514953720000001,-0.163486338,1.278161617,246.0
1,-0.868842187,1,0,-1.372398725,0,1,0,0,0,0,0,0,1,-0.206687388,-0.286589075,-0.065162464,-0.163486338,-0.633626082,217.0
1,-0.44154090100000004,1,0,1.516861749,0,0,1,0,0,0,0,0,1,1.596943821,1.092394138,1.470532898,-0.163486338,-1.452963667,349.0
1,2.063858726,1,0,-0.072231512,0,0,1,0,0,0,0,1,0,0.907320123,1.322224673,-0.5770609179999999,-0.163486338,0.45882403200000005,1187.0
1,1.4275179619999998,1,0,-0.939009654,0,0,1,0,0,1,0,0,0,1.11951203,1.149851771,0.08840707199999999,-0.163486338,-0.087401025,954.0
1,-0.847323417,1,0,0.939009654,0,0,0,1,0,0,1,0,0,-1.214598945,-1.148453583,-0.6282507629999999,-0.163486338,-1.452963667,217.0
1,0.864955837,1,0,0.505620583,0,0,1,0,1,0,0,0,0,0.270744403,0.575275433,-0.5770609179999999,-0.163486338,-1.452963667,778.0
