offset,PDemand Feature,Day1,Day2,Hour Index,Season1,Season2,Season3,Season4,TOD1,TOD2,TOD3,TOD4,TOD5,dewtemp,drytemp,humidity,precip,wind speed,School2 y
1,0.688731168,1,0,0.79454663,0,0,0,1,0,0,1,0,0,-1.161550969,-0.746250146,-1.140149217,-0.163486338,-0.633626082,305
1,-0.129262089,1,0,1.083472678,1,0,0,0,0,0,1,0,0,0.164648449,-0.114216173,0.497925836,-0.163486338,-0.087401025,176
1,0.934129145,1,0,0.505620583,1,0,0,0,1,0,0,0,0,-0.790215132,-0.114216173,-1.3960984440000002,-0.163486338,-0.633626082,381
1,-0.8245563570000001,1,0,1.083472678,0,1,0,0,0,0,1,0,0,0.7481761929999999,1.322224673,-0.88419999,-0.163486338,-0.633626082,102
1,1.254509837,0,1,0.36115755899999996,0,0,1,0,1,0,0,0,0,1.43779989,1.264767039,0.600305526,-0.163486338,0.73193656,396
1,2.631465153,1,0,0.505620583,0,0,1,0,1,0,0,0,0,0.9603681000000001,1.666970476,-0.9865796809999999,-0.163486338,-1.452963667,597
1,-1.029054671,0,1,-1.083472678,0,1,0,0,0,1,0,0,0,0.058552495999999996,0.115614362,-0.218732,-0.163486338,0.18571150399999997,90
1,2.488316333,1,0,0.072231512,0,0,1,0,1,0,0,0,0,1.3317039370000001,1.207309405,0.44673599,-0.163486338,0.18571150399999997,646
1,-0.9540719559999999,1,0,1.661324773,0,0,1,0,0,0,0,0,1,0.80122417,1.034936504,-0.372301536,-0.163486338,-0.633626082,134
1,0.191118604,1,0,0.072231512,1,0,0,0,1,0,0,0,0,0.48293631,0.632733067,-0.269921846,-0.163486338,0.45882403200000005,282
1,-0.86545602,0,1,-0.650083607,0,0,0,1,0,1,0,0,0,-0.47192727100000004,-0.9186230470000001,0.7026852170000001,-0.163486338,2.64372426,113
1,-0.9199889040000001,0,1,1.227935701,0,0,1,0,0,0,0,0,1,0.270744403,0.402902531,-0.32111169100000003,-0.163486338,-1.452963667,104
1,1.3908420469999998,1,0,0.072231512,0,0,1,0,1,0,0,0,0,0.42988833299999996,0.920021236,-0.833010145,-0.163486338,-1.452963667,453
1,-0.170161752,0,1,0.79454663,0,0,1,0,0,0,1,0,0,0.854272147,2.0117162790000003,-1.498478135,-0.163486338,-0.633626082,206
1,-0.72912381,0,1,-0.939009654,0,0,0,1,0,1,0,0,0,-0.25973536399999997,-1.033538315,1.726482125,-0.163486338,1.0050490890000001,134
1,-0.8313729670000001,1,0,-1.661324773,1,0,0,0,0,0,0,0,1,0.270744403,-0.17167380699999998,0.9074445990000001,-0.163486338,-0.633626082,139
1,-0.851822799,1,0,0.939009654,0,0,1,0,0,0,1,0,0,0.058552495999999996,0.23052963,-0.423491382,-0.163486338,0.18571150399999997,115
1,-0.251961077,0,1,1.227935701,0,0,1,0,0,0,0,0,1,1.649991797,1.8968010119999998,-0.167542155,-0.163486338,0.45882403200000005,197
1,-0.258777688,1,0,1.227935701,0,0,0,1,0,0,0,0,1,-0.631071201,-0.688792512,-0.218732,0.339619623,1.0050490890000001,175
