offset,PDemand Feature,Day1,Day2,Hour Index,Season1,Season2,Season3,Season4,TOD1,TOD2,TOD3,TOD4,TOD5,dewtemp,drytemp,humidity,precip,wind speed,Office y
1,-0.176946943,0,1,-0.21669453600000002,0,1,0,0,0,0,0,1,0,-1.9042226430000002,-1.6655722880000001,-1.088959372,-0.163486338,-1.452963667,481
1,0.029068253,0,1,1.661324773,0,0,1,0,0,0,0,0,1,1.27865596,0.97747887,0.856254753,-0.163486338,-0.087401025,468
1,2.214077902,1,0,0.505620583,0,0,1,0,1,0,0,0,0,1.225607984,1.4371399409999999,-0.218732,-0.163486338,0.45882403200000005,812
1,-0.526548487,1,0,-1.372398725,0,0,1,0,0,0,0,0,1,0.695128216,0.862563602,-0.269921846,-0.163486338,-0.087401025,374
1,0.778214418,1,0,0.650083607,0,0,1,0,1,0,0,0,0,1.5438958440000001,1.379682307,0.600305526,-0.163486338,0.18571150399999997,573
1,1.402502889,1,0,1.083472678,0,1,0,0,0,0,1,0,0,0.589032263,1.207309405,-0.9865796809999999,-0.163486338,-0.633626082,621
1,-0.176946943,0,1,1.661324773,0,0,1,0,0,0,0,0,1,0.854272147,0.7476483340000001,0.29316645399999997,-0.163486338,-0.633626082,410
1,-0.894878685,1,0,-0.505620583,0,1,0,0,0,0,0,1,0,-0.047543458,-0.22913144100000002,0.190786763,-0.163486338,-0.90673861,322
1,1.49614616,1,0,-0.21669453600000002,1,0,0,0,0,0,0,1,0,0.42988833299999996,0.402902531,0.037217227,-0.163486338,0.73193656,723
1,-0.8574213759999999,1,0,-1.661324773,0,1,0,0,0,0,0,0,1,0.005504519,-0.631334878,1.368153207,-0.163486338,-0.087401025,320
1,-0.882392915,1,0,-1.372398725,0,0,0,1,0,0,0,0,1,-1.108502992,-1.148453583,-0.423491382,-0.163486338,-0.087401025,315
1,-0.87615003,1,0,-1.227935701,0,0,1,0,0,0,0,0,1,0.854272147,0.6901907009999999,0.395546145,-0.163486338,-1.452963667,317
1,0.584684992,0,1,-0.36115755899999996,0,0,1,0,0,0,0,1,0,1.066464053,1.494597575,-0.5770609179999999,-0.163486338,-0.087401025,565
1,-0.501576948,1,0,1.516861749,0,1,0,0,0,0,0,0,1,-0.153639411,-0.22913144100000002,-0.065162464,-0.163486338,-0.087401025,330
1,-0.033360594,1,0,1.227935701,1,0,0,0,0,0,0,0,1,-1.0024070379999999,-0.573877244,-1.088959372,-0.163486338,1.0050490890000001,414
1,2.176620594,1,0,-0.072231512,0,0,1,0,0,0,0,1,0,1.225607984,1.207309405,0.24197660899999998,-0.163486338,-1.452963667,845
