offset,PDemand Feature,Day1,Day2,Season1,Season2,Season3,Season4,TOD1,TOD2,TOD3,TOD4,TOD5,dewtemp,drytemp,humidity,precip,wind speed,School1 y
1,0.187839593,1,0,1,0,0,0,0,0,1,0,0,-0.47192727100000004,0.23052963,-1.344908599,-0.163486338,-1.452963667,0.164359716
1,-1.005836151,0,0,0,0,1,0,0,0,0,0,1,1.013416077,1.494597575,-0.679440609,-0.163486338,-0.087401025,-1.052882122
1,-0.592186141,0,0,0,0,0,1,0,0,0,0,1,-0.790215132,-0.573877244,-0.730630454,-0.163486338,2.097499203,-0.6038026089999999
1,-0.8049204320000001,1,0,1,0,0,0,0,0,0,0,1,0.854272147,0.34544489700000003,1.265773517,-0.163486338,-1.452963667,-0.79288872
1,-0.5685489970000001,0,0,0,0,1,0,0,0,0,0,1,0.42988833299999996,0.575275433,-0.269921846,-0.163486338,-1.452963667,-0.6038026089999999
1,3.2252125260000004,0,0,0,0,1,0,0,0,0,0,1,1.3317039370000001,1.552055208,-0.167542155,-0.163486338,-1.452963667,3.166101724
1,0.17602102100000003,0,0,0,0,1,0,0,0,0,0,1,0.48293631,0.575275433,-0.167542155,-0.163486338,-0.633626082,0.17617759800000002
1,-1.1949332990000001,0,0,0,0,0,1,0,0,0,0,1,-1.798126689,-1.033538315,-1.7032375169999998,-0.163486338,0.45882403200000005,-1.253786115
1,-1.277663301,0,1,0,1,0,0,0,0,0,0,1,-0.8432631079999999,-0.9760806809999999,-0.116352309,-0.163486338,1.0050490890000001,-1.277421878
1,-1.029473295,0,0,0,0,0,1,0,1,0,0,0,0.535984286,-0.114216173,1.572912589,-0.163486338,0.18571150399999997,-1.0174284759999999
1,-0.273084704,0,0,0,0,1,0,0,0,1,0,0,0.7481761929999999,1.264767039,-0.7818203,-0.163486338,0.45882403200000005,-0.272901915
1,-0.001257555,0,0,0,0,0,1,0,0,0,1,0,-1.214598945,-1.205911217,-0.525871073,-0.163486338,0.45882403200000005,0.601621347
1,0.424211027,1,0,1,0,0,0,0,0,0,0,1,0.64208024,0.6901907009999999,-0.065162464,-0.163486338,-1.452963667,0.412535236
1,-1.159477584,0,0,0,0,1,0,0,1,0,0,0,1.013416077,0.97747887,0.24197660899999998,-0.163486338,0.18571150399999997,-1.135607295
1,-0.296721848,0,0,0,0,1,0,0,0,0,0,1,0.64208024,1.207309405,-0.88419999,-0.163486338,2.097499203,-1.123789413
1,-1.06492901,0,0,0,0,1,0,0,1,0,0,0,1.013416077,1.034936504,0.08840707199999999,-0.163486338,-0.087401025,-1.064700004
1,0.199658165,0,0,0,0,1,0,0,0,0,0,1,1.225607984,0.6901907009999999,1.4193430530000002,-0.163486338,-0.087401025,0.18799548
1,1.3460596219999998,0,0,0,0,1,0,0,0,1,0,0,1.3317039370000001,1.552055208,-0.167542155,-0.163486338,-0.633626082,1.381601554
1,0.17602102100000003,0,0,0,0,1,0,0,1,0,0,0,0.80122417,0.575275433,0.549115681,-0.163486338,-1.452963667,0.164359716
1,-0.202173274,1,0,1,0,0,0,0,0,0,1,0,-1.214598945,-0.51641961,-1.498478135,-0.163486338,-0.633626082,0.294356417
1,0.16420245,0,0,0,0,1,0,0,0,0,0,1,1.384751914,0.805105968,1.624102434,4.112914324,-1.452963667,0.17617759800000002
1,-0.154898987,0,0,0,0,0,1,0,0,1,0,0,-0.524975248,-0.631334878,-0.065162464,-0.163486338,0.45882403200000005,-0.49744167200000006
1,0.341481025,1,0,1,0,0,0,0,0,0,0,1,0.32379237899999996,0.34544489700000003,-0.116352309,-0.163486338,0.18571150399999997,0.31799218100000004
1,-1.112203297,0,0,0,0,1,0,0,1,0,0,0,1.5438958440000001,1.207309405,1.00982429,-0.163486338,0.18571150399999997,-1.10015365
1,-0.580367569,0,0,0,0,0,1,0,0,1,0,0,0.005504519,-0.573877244,1.214583671,-0.163486338,1.278161617,-0.591984727
1,0.152383878,0,0,0,0,1,0,0,0,0,0,1,0.854272147,1.207309405,-0.525871073,-0.163486338,-1.452963667,0.164359716
1,-1.100384725,0,0,0,0,1,0,0,1,0,0,0,0.9603681000000001,0.862563602,0.29316645399999997,-0.163486338,-0.633626082,-1.0883357679999999
1,1.050595329,0,0,0,0,1,0,1,0,0,0,0,0.32379237899999996,1.034936504,-1.140149217,-0.163486338,-1.452963667,1.074336624
1,-1.289481873,0,0,0,0,0,1,0,1,0,0,0,-1.957270619,-1.608114654,-1.242528908,-0.163486338,1.551274146,-1.2656039959999998
1,3.071571094,0,0,0,0,1,0,1,0,0,0,0,0.854272147,1.954258645,-1.44728829,-0.163486338,-0.087401025,3.047922905
1,0.530578173,1,0,1,0,0,0,0,0,0,1,0,0.64208024,0.115614362,1.265773517,0.339619623,0.45882403200000005,0.507078292
1,-1.171296155,0,0,0,0,1,0,0,0,0,0,1,0.907320123,1.322224673,-0.5770609179999999,-0.163486338,-0.087401025,-1.111971532
1,-1.183114727,0,0,0,0,0,1,0,1,0,0,0,-0.896311085,-1.090995949,-0.013972618999999999,-0.163486338,0.73193656,-1.171060941
1,-0.1076247,0,1,0,1,0,0,0,0,0,1,0,0.164648449,0.28798726399999997,-0.32111169100000003,-0.163486338,0.73193656,-0.071997922
1,0.471485314,0,0,0,0,0,1,1,0,0,0,0,-1.479838829,-0.688792512,-1.652047671,-0.163486338,1.278161617,0.518896174
1,-1.100384725,0,1,0,1,0,0,0,0,0,0,1,-0.312783341,-1.033538315,1.572912589,-0.163486338,0.73193656,-1.123789413
1,-1.1240218690000001,0,0,0,0,0,1,0,0,0,0,1,-0.524975248,-1.320826485,1.777671971,-0.163486338,-0.633626082,-1.123789413
1,-0.757646145,0,0,0,0,0,1,0,0,0,1,0,-1.161550969,-1.2633688509999998,-0.269921846,-0.163486338,1.278161617,-0.556531081
1,-0.615823284,1,0,1,0,0,0,0,0,0,1,0,-0.36583131799999996,-0.344046709,-0.32111169100000003,-0.163486338,-0.633626082,-0.402898616
1,0.246932452,0,0,0,0,0,1,0,0,0,1,0,-1.161550969,-1.205911217,-0.372301536,-0.163486338,3.463061845,0.44798888200000003
1,-1.017654723,0,1,0,1,0,0,0,1,0,0,0,0.7481761929999999,0.058156728,1.777671971,-0.163486338,1.0050490890000001,-1.005610594
1,0.885135325,0,0,0,0,1,0,0,0,0,0,1,1.11951203,1.149851771,0.08840707199999999,-0.163486338,-1.452963667,0.7670716940000001
1,-0.7694647170000001,0,1,0,1,0,0,0,0,1,0,0,0.005504519,0.460360165,-0.88419999,-0.163486338,0.73193656,-0.769252956
1,1.121506759,0,0,0,0,1,0,1,0,0,0,0,1.066464053,1.552055208,-0.730630454,-0.163486338,-1.452963667,1.145243915
1,-0.828557575,0,0,0,0,0,1,0,1,0,0,0,-1.108502992,-1.6655722880000001,0.805064908,0.08806664199999999,-1.452963667,-0.5683489629999999
1,1.925169637,0,0,0,0,1,0,1,0,0,0,0,1.066464053,1.552055208,-0.679440609,-0.163486338,-0.633626082,1.925224122
1,-1.100384725,0,0,0,0,0,1,0,0,0,0,1,-1.4267908519999999,-1.090995949,-1.088959372,-0.163486338,1.551274146,-1.10015365
1,-1.100384725,0,0,0,0,0,1,0,0,0,0,1,-0.578023225,-0.746250146,0.037217227,-0.163486338,-1.452963667,-1.123789413
1,0.447848171,0,1,0,1,0,0,1,0,0,0,0,-1.055455015,-0.458961977,-1.344908599,-0.163486338,-0.633626082,0.424353118
1,-0.99401758,0,0,0,0,1,0,0,0,0,0,1,0.376840356,0.460360165,-0.167542155,-0.163486338,-1.452963667,-0.9937927120000001
1,-1.005836151,0,0,0,0,0,1,0,0,0,1,0,-0.949359062,-1.2633688509999998,0.24197660899999998,-0.163486338,-0.633626082,-0.580166845
1,0.92059104,0,1,0,1,0,0,1,0,0,0,0,0.270744403,-0.401504343,1.572912589,-0.163486338,0.18571150399999997,0.967975687
1,-0.99401758,0,0,0,0,0,1,0,0,0,0,1,-0.153639411,-0.861165414,1.521722744,-0.163486338,0.45882403200000005,-1.076517886
1,-0.580367569,0,1,0,1,0,0,0,0,0,0,1,0.32379237899999996,-0.05675854,0.753875063,-0.163486338,0.45882403200000005,-0.615620491
1,0.731493892,0,1,0,1,0,0,0,0,0,1,0,0.32379237899999996,-0.401504343,1.726482125,2.8551494230000003,-1.452963667,0.826161103
1,0.5187596010000001,0,0,0,0,0,1,0,0,0,1,0,0.164648449,-0.22913144100000002,0.753875063,-0.163486338,0.73193656,0.601621347
1,3.449765389,0,0,0,0,1,0,1,0,0,0,0,1.596943821,1.666970476,0.13959691800000001,-0.163486338,-0.087401025,3.2606447789999997
1,0.270569595,0,0,0,0,1,0,0,1,0,0,0,0.376840356,0.6901907009999999,-0.5770609179999999,-0.163486338,0.45882403200000005,0.554349819
1,0.046016732000000005,0,0,0,0,1,0,0,0,1,0,0,1.066464053,1.379682307,-0.423491382,-0.163486338,0.45882403200000005,-0.0010906310000000001
1,1.452426768,0,0,0,0,1,0,1,0,0,0,0,1.27865596,1.322224673,0.08840707199999999,-0.163486338,-1.452963667,1.310694262
1,0.660582462,0,0,0,0,1,0,0,0,1,0,0,0.695128216,0.7476483340000001,-0.065162464,-0.163486338,0.18571150399999997,-0.131087332
1,-1.301300444,0,1,0,1,0,0,0,1,0,0,0,-0.631071201,-0.861165414,0.13959691800000001,-0.163486338,0.18571150399999997,-1.277421878
1,0.459666743,0,0,0,0,0,1,1,0,0,0,0,-1.161550969,-1.033538315,-0.730630454,-0.163486338,0.45882403200000005,0.44798888200000003
1,-0.615823284,0,0,0,0,0,1,0,1,0,0,0,-0.949359062,-1.7230299219999998,1.521722744,0.842725583,-1.452963667,-0.6038026089999999
1,-0.7812832890000001,1,0,1,0,0,0,0,0,0,0,1,0.64208024,0.058156728,1.4193430530000002,-0.163486338,0.18571150399999997,-0.745617192
1,-0.521274711,0,0,0,0,1,0,0,1,0,0,0,0.64208024,0.0006990939999999999,1.572912589,0.08806664199999999,-0.087401025,0.6961644020000001
1,-0.9467432929999999,0,0,0,0,1,0,0,0,0,0,1,0.376840356,0.632733067,-0.47468122700000004,-0.163486338,-1.452963667,-1.076517886
1,-0.6040047129999999,0,1,0,1,0,0,0,1,0,0,0,-1.479838829,-1.320826485,-0.833010145,-0.163486338,0.18571150399999997,0.660710757
1,1.806983919,0,0,0,0,1,0,0,0,1,0,0,1.172560007,0.97747887,0.600305526,-0.163486338,0.45882403200000005,1.783409539
1,1.452426768,0,0,0,0,1,0,1,0,0,0,0,0.111600473,0.805105968,-1.191339063,-0.163486338,-0.087401025,1.4643267269999998
1,2.327001075,0,0,0,0,1,0,0,0,1,0,0,1.703039774,1.781885744,0.190786763,-0.163486338,1.0050490890000001,2.1733996419999997
1,-0.485818995,0,0,0,0,0,1,0,0,0,1,0,-0.631071201,-0.746250146,-0.116352309,-0.163486338,0.18571150399999997,-0.48562379
1,-1.1949332990000001,0,0,0,0,0,1,0,0,0,0,1,-0.684119178,0.058156728,-1.3960984440000002,-0.163486338,0.18571150399999997,-1.206514587
1,1.133325331,0,0,0,0,1,0,0,0,0,0,1,1.4908478669999998,1.494597575,0.24197660899999998,-0.163486338,-0.087401025,1.1570617970000001
1,-0.8167390040000001,0,0,0,0,0,1,0,0,0,1,0,0.64208024,0.058156728,1.4193430530000002,-0.163486338,1.278161617,-0.095633686
1,1.582431057,0,0,0,0,1,0,0,0,0,1,0,1.013416077,1.207309405,-0.218732,-0.163486338,2.370611731,1.511598255
1,0.6724010340000001,0,0,0,0,0,1,0,0,1,0,0,-0.36583131799999996,-1.148453583,1.726482125,2.6035964430000003,0.45882403200000005,0.507078292
1,0.50694103,0,0,0,0,0,1,1,0,0,0,0,-1.161550969,-1.148453583,-0.525871073,-0.163486338,0.45882403200000005,0.424353118
1,-0.7812832890000001,0,1,0,1,0,0,0,0,0,0,1,0.270744403,0.173071996,0.13959691800000001,-0.163486338,0.73193656,-0.769252956
1,0.105109591,1,0,1,0,0,0,0,0,0,0,1,0.907320123,0.805105968,0.29316645399999997,-0.163486338,0.45882403200000005,0.034363015
1,-0.8521947190000001,0,0,0,0,0,1,0,1,0,0,0,-1.9042226430000002,-2.240148626,-0.013972618999999999,-0.163486338,0.45882403200000005,-0.8756138929999999
1,-0.28490327600000004,1,0,1,0,0,0,1,0,0,0,0,-0.312783341,0.23052963,-1.088959372,-0.163486338,1.0050490890000001,-0.237448269
1,0.246932452,0,1,0,1,0,0,0,0,1,0,0,-2.43470241,-1.493199386,-2.0103765890000003,-0.163486338,4.0092869019999995,-0.98197483
1,0.31784388199999997,1,0,1,0,0,0,1,0,0,0,0,0.80122417,1.092394138,-0.423491382,-0.163486338,0.18571150399999997,0.329810063
1,-0.22581041699999999,1,0,1,0,0,0,0,0,0,0,1,-0.312783341,-0.286589075,-0.269921846,-0.163486338,0.18571150399999997,-0.355627089
1,-0.7694647170000001,0,0,0,0,0,1,0,1,0,0,0,-2.222510503,-2.412521528,-0.47468122700000004,-0.163486338,-0.087401025,-0.745617192
1,0.116928163,0,0,0,0,1,0,0,0,0,0,1,0.589032263,0.862563602,-0.47468122700000004,-0.163486338,0.18571150399999997,0.022545133
1,1.653342487,0,0,0,0,1,0,1,0,0,0,0,0.48293631,1.4371399409999999,-1.3960984440000002,-0.163486338,0.18571150399999997,1.60614131
1,0.6724010340000001,0,1,0,1,0,0,1,0,0,0,0,-0.047543458,0.28798726399999997,-0.730630454,-0.163486338,1.0050490890000001,0.483442528
1,-0.7694647170000001,0,0,0,0,0,1,0,0,0,0,1,-0.684119178,-0.458961977,-0.730630454,-0.163486338,-1.452963667,-0.816524483
1,0.625126747,0,1,0,1,0,0,1,0,0,0,0,-1.957270619,-1.378284118,-1.549667981,-0.163486338,-0.633626082,0.542531937
1,-0.343996135,0,0,0,0,0,1,1,0,0,0,0,-0.524975248,0.402902531,-1.549667981,-0.163486338,0.45882403200000005,-0.331991325
1,-1.171296155,0,0,0,0,0,1,0,0,0,0,1,-0.631071201,0.173071996,-1.498478135,-0.163486338,1.551274146,-1.171060941
1,1.1687810459999999,0,0,0,0,1,0,1,0,0,0,0,1.066464053,1.4371399409999999,-0.5770609179999999,-0.163486338,-1.452963667,1.180697561
1,0.896953897,0,0,0,0,1,0,1,0,0,0,0,0.64208024,-0.05675854,1.777671971,0.842725583,-0.633626082,1.062518742
1,-0.9821990079999999,1,0,1,0,0,0,0,0,0,0,1,-1.055455015,-0.688792512,-1.037769527,-0.163486338,0.18571150399999997,-0.98197483
1,0.128746734,0,0,0,0,1,0,0,0,1,0,0,1.172560007,1.6095128419999998,-0.5770609179999999,-0.163486338,0.45882403200000005,0.010727251
1,1.842439635,1,0,1,0,0,0,0,0,0,1,0,1.43779989,0.862563602,1.624102434,0.842725583,0.73193656,1.700684366
1,-0.7694647170000001,0,0,0,0,0,1,0,0,0,1,0,0.535984286,-0.05675854,1.4193430530000002,-0.163486338,0.73193656,-0.781070838
1,-0.592186141,1,0,1,0,0,0,0,0,1,0,0,0.80122417,0.34544489700000003,1.11220398,-0.163486338,-1.452963667,-0.591984727
1,1.322422479,0,0,0,0,1,0,0,0,0,1,0,1.384751914,1.149851771,0.753875063,-0.163486338,-0.633626082,1.4406909630000002
1,-0.37945185,0,1,0,1,0,0,0,1,0,0,0,0.21769642600000003,-0.458961977,1.572912589,-0.163486338,0.18571150399999997,0.35344582700000005
1,2.669739655,0,0,0,0,1,0,0,0,0,0,1,1.27865596,1.4371399409999999,-0.116352309,-0.163486338,0.45882403200000005,-0.840160247
1,0.23511388,0,1,0,1,0,0,0,0,0,1,0,0.48293631,0.23052963,0.497925836,-0.163486338,0.18571150399999997,0.507078292
1,1.464245339,0,0,0,0,1,0,1,0,0,0,0,1.3317039370000001,1.781885744,-0.525871073,-0.163486338,-0.633626082,1.487962491
1,1.251511048,0,0,0,0,1,0,0,0,0,1,0,1.225607984,1.781885744,-0.679440609,-0.163486338,-1.452963667,1.747955893
1,1.062413901,0,1,0,1,0,0,0,0,0,1,0,-2.169462526,-1.7230299219999998,-1.44728829,-0.163486338,0.45882403200000005,1.05070086
1,-0.663097571,0,1,0,1,0,0,0,1,0,0,0,-2.010318596,-2.125233359,-0.525871073,-0.163486338,-0.087401025,0.164359716
1,-1.041291866,0,0,0,0,1,0,0,0,0,0,1,0.42988833299999996,0.517817799,-0.167542155,-0.163486338,-0.633626082,-1.076517886
1,1.33424105,1,0,1,0,0,0,0,0,0,0,1,0.32379237899999996,0.920021236,-0.9865796809999999,-0.163486338,-1.452963667,1.239786971
1,-1.053110438,0,0,0,0,0,1,0,0,0,0,1,-0.8432631079999999,-0.9760806809999999,-0.116352309,-0.163486338,0.73193656,-1.04106424
1,-1.005836151,0,1,0,1,0,0,0,0,0,0,1,-0.153639411,-0.22913144100000002,-0.065162464,-0.163486338,-0.087401025,-1.0174284759999999
1,-1.159477584,0,0,0,0,1,0,0,0,0,0,1,0.64208024,0.6901907009999999,-0.065162464,-0.163486338,-0.087401025,-1.159243059
1,0.128746734,1,0,1,0,0,0,0,0,0,0,1,-0.790215132,-0.401504343,-0.9865796809999999,-0.163486338,-0.633626082,0.046180897
1,-1.076747582,0,0,0,0,0,1,0,1,0,0,0,0.32379237899999996,-0.22913144100000002,1.214583671,-0.163486338,0.73193656,-1.0883357679999999
1,1.665161059,0,0,0,0,1,0,0,0,0,1,0,1.3317039370000001,0.7476483340000001,1.572912589,9.395526906,-1.452963667,1.724320129
1,1.842439635,0,0,0,0,1,0,0,0,0,0,1,1.43779989,1.6095128419999998,-0.065162464,-0.163486338,0.18571150399999997,1.015247214
1,0.258751023,0,0,0,0,0,1,0,0,1,0,0,-1.4267908519999999,-1.378284118,-0.679440609,-0.163486338,-0.087401025,-0.154723096
1,-1.13584044,0,1,0,1,0,0,0,0,0,0,1,-0.631071201,-1.205911217,1.00982429,-0.163486338,2.370611731,-1.123789413
1,0.684219605,0,1,0,1,0,0,0,0,0,1,0,-0.578023225,-0.17167380699999998,-0.9865796809999999,-0.163486338,0.45882403200000005,0.826161103
1,-1.017654723,0,0,0,0,1,0,0,0,0,0,1,0.7481761929999999,1.264767039,-0.7818203,-0.163486338,-0.633626082,-1.0174284759999999
1,1.405152481,0,0,0,0,1,0,0,0,1,0,0,1.43779989,1.034936504,1.11220398,-0.163486338,0.18571150399999997,1.3934194359999998
1,-1.1240218690000001,0,0,0,0,1,0,0,1,0,0,0,0.907320123,1.207309405,-0.423491382,-0.163486338,-0.087401025,-1.111971532
1,-0.7812832890000001,0,1,0,1,0,0,0,0,1,0,0,-0.524975248,-0.9186230470000001,0.549115681,-0.163486338,0.73193656,-0.781070838
1,1.0978696159999999,0,0,0,0,1,0,0,0,0,0,1,1.013416077,0.862563602,0.44673599,-0.163486338,1.0050490890000001,1.097972388
1,0.896953897,0,0,0,0,1,0,0,1,0,0,0,1.4908478669999998,1.322224673,0.600305526,-0.163486338,-0.633626082,1.570687664
1,-0.343996135,1,0,1,0,0,0,0,1,0,0,0,0.64208024,0.115614362,1.265773517,0.591172603,0.45882403200000005,-0.343809207
1,-1.112203297,0,0,0,0,1,0,0,0,0,0,1,1.43779989,1.207309405,0.7026852170000001,-0.163486338,0.45882403200000005,-1.111971532
1,0.755131036,0,1,0,1,0,0,1,0,0,0,0,0.164648449,1.034936504,-1.344908599,-0.163486338,0.18571150399999997,0.8734326309999999
1,-0.5330932820000001,0,0,0,0,0,1,1,0,0,0,0,-0.25973536399999997,-0.05675854,-0.5770609179999999,-0.163486338,-1.452963667,-0.42653438
1,-1.088566153,0,0,0,0,0,1,0,0,0,0,1,-0.949359062,-0.861165414,-0.5770609179999999,-0.163486338,0.45882403200000005,-1.206514587
1,-0.474000424,0,0,0,0,0,1,1,0,0,0,0,-0.896311085,-0.51641961,-1.037769527,-0.163486338,0.73193656,-0.473805908
1,2.575191082,0,0,0,0,1,0,1,0,0,0,0,0.32379237899999996,1.034936504,-1.140149217,-0.163486338,1.278161617,2.46884669
1,0.696038177,1,0,1,0,0,0,0,0,0,1,0,0.32379237899999996,0.7476483340000001,-0.7818203,-0.163486338,-0.087401025,0.80252534
1,0.199658165,1,0,1,0,0,0,0,0,1,0,0,0.64208024,0.575275433,0.190786763,-0.163486338,-1.452963667,0.17617759800000002
1,1.6297053430000001,0,0,0,0,1,0,0,0,0,1,0,1.172560007,1.264767039,-0.013972618999999999,-0.163486338,-0.633626082,2.126128115
1,0.246932452,0,0,0,0,0,1,0,0,0,1,0,-0.631071201,-0.746250146,-0.116352309,-0.163486338,-0.087401025,0.211631244
1,-1.053110438,1,0,1,0,0,0,0,0,0,0,1,0.21769642600000003,-0.114216173,0.600305526,-0.163486338,-1.452963667,-1.10015365
1,-1.147659012,0,0,0,0,1,0,0,1,0,0,0,1.11951203,1.092394138,0.24197660899999998,-0.163486338,-0.087401025,-1.123789413
1,0.861498181,0,0,0,0,0,1,0,0,0,1,0,-0.418879295,-0.631334878,0.190786763,-0.163486338,0.45882403200000005,0.778889576
1,0.896953897,0,0,0,0,1,0,0,0,0,0,1,1.172560007,1.207309405,0.08840707199999999,-0.163486338,-0.087401025,0.8734326309999999
1,0.081472447,0,0,0,0,0,1,0,0,0,1,0,-1.320694899,-1.320826485,-0.525871073,-0.163486338,-1.452963667,0.329810063
1,1.015139614,0,0,0,0,1,0,0,0,1,0,0,0.695128216,1.034936504,-0.525871073,-0.163486338,-1.452963667,0.99161145
1,1.842439635,1,0,1,0,0,0,1,0,0,0,0,0.270744403,1.666970476,-1.8056172080000001,-0.163486338,-0.633626082,1.8779525940000001
1,-1.147659012,0,1,0,1,0,0,0,1,0,0,0,0.005504519,-0.17167380699999998,0.24197660899999998,-0.163486338,0.45882403200000005,-1.135607295
1,0.7433124640000001,0,1,0,1,0,0,1,0,0,0,0,-0.10059143400000001,-0.861165414,1.726482125,0.842725583,1.278161617,0.837978985
1,-1.1240218690000001,0,0,0,0,1,0,0,0,0,0,1,0.7481761929999999,0.115614362,1.572912589,-0.163486338,-0.633626082,-1.123789413
1,2.941566805,0,0,0,0,1,0,0,0,1,0,0,1.225607984,1.781885744,-0.730630454,-0.163486338,-0.087401025,3.225191133
1,0.057835304000000004,0,0,0,0,0,1,0,0,0,1,0,-1.320694899,-1.090995949,-0.9353898359999999,-0.163486338,0.73193656,0.294356417
1,0.861498181,0,1,0,1,0,0,1,0,0,0,0,-0.312783341,-0.401504343,-0.065162464,-0.163486338,1.0050490890000001,0.814343222
1,0.84967961,0,0,0,0,0,1,0,0,0,1,0,-0.25973536399999997,-0.9760806809999999,1.572912589,-0.163486338,0.45882403200000005,0.7079822840000001
1,0.696038177,0,0,0,0,1,0,0,1,0,0,0,1.172560007,0.920021236,0.7026852170000001,-0.163486338,-1.452963667,1.0270650959999998
1,-1.313119016,0,1,0,1,0,0,0,1,0,0,0,-0.047543458,-0.631334878,1.214583671,-0.163486338,-0.087401025,-0.9228854209999999
1,0.21147673600000003,0,0,0,0,0,1,0,0,1,0,0,-0.631071201,-0.80370778,0.037217227,-0.163486338,-0.087401025,0.15254183400000002
1,-1.053110438,0,1,0,1,0,0,0,0,0,0,1,-1.745078712,-1.378284118,-1.242528908,-0.163486338,-0.633626082,-1.076517886
1,-0.6040047129999999,0,0,0,0,0,1,1,0,0,0,0,-1.320694899,-0.573877244,-1.600857826,-0.163486338,-0.087401025,-0.615620491
1,-0.8049204320000001,0,0,0,0,1,0,0,0,1,0,0,0.695128216,1.4371399409999999,-1.088959372,-0.163486338,0.18571150399999997,-0.804706602
1,-1.183114727,0,0,0,0,0,1,0,1,0,0,0,-0.790215132,-0.9760806809999999,0.037217227,-0.163486338,-0.633626082,-1.171060941
1,0.896953897,0,0,0,0,1,0,0,0,0,1,0,0.64208024,0.6901907009999999,-0.065162464,-0.163486338,-0.633626082,0.897068395
1,-1.13584044,0,0,0,0,1,0,0,1,0,0,0,0.854272147,0.517817799,0.805064908,-0.163486338,0.18571150399999997,-1.111971532
1,-0.17853613100000001,0,0,0,0,1,0,0,0,0,0,1,0.907320123,0.575275433,0.856254753,-0.163486338,-0.633626082,-0.166540978
1,1.074232472,0,0,0,0,1,0,0,0,1,0,0,0.32379237899999996,1.034936504,-1.140149217,-0.163486338,1.0050490890000001,1.062518742
1,-1.100384725,0,0,0,0,1,0,0,0,0,0,1,1.43779989,1.264767039,0.600305526,-0.163486338,-0.633626082,-1.111971532
1,-0.663097571,0,0,0,0,0,1,0,0,0,1,0,-1.373742875,-1.435741752,-0.423491382,-0.163486338,-0.087401025,-0.225630387
1,-0.8640132909999999,0,0,0,0,0,1,0,0,0,0,1,-0.418879295,-1.205911217,1.777671971,4.112914324,4.0092869019999995,-0.911067539
1,-0.580367569,0,0,0,0,0,1,1,0,0,0,0,-0.312783341,-0.9760806809999999,1.368153207,0.08806664199999999,1.0050490890000001,-0.580166845
1,1.251511048,0,0,0,0,1,0,0,0,1,0,0,0.270744403,0.460360165,-0.423491382,-0.163486338,-1.452963667,-0.6983456640000001
1,-1.159477584,0,0,0,0,0,1,0,0,0,0,1,-0.153639411,-0.861165414,1.521722744,-0.163486338,0.45882403200000005,-1.1474251770000001
1,0.589671032,0,0,0,0,1,0,0,1,0,0,0,1.225607984,0.920021236,0.856254753,-0.163486338,0.18571150399999997,1.086154506
1,0.23511388,0,1,0,1,0,0,1,0,0,0,0,-1.161550969,0.058156728,-1.9591867440000001,-0.163486338,0.18571150399999997,0.235267007
1,-1.088566153,1,0,1,0,0,0,0,0,0,0,1,-1.108502992,-0.80370778,-0.9865796809999999,-0.163486338,-0.087401025,-1.206514587
1,1.369696766,0,1,0,1,0,0,0,0,1,0,0,0.64208024,1.379682307,-1.088959372,-0.163486338,0.18571150399999997,1.322512144
1,2.2088153580000003,0,0,0,0,1,0,1,0,0,0,0,1.43779989,1.8968010119999998,-0.525871073,-0.163486338,0.45882403200000005,2.327032107
1,-0.8521947190000001,0,0,0,0,0,1,0,0,0,1,0,-0.790215132,-0.9760806809999999,0.037217227,-0.163486338,-1.452963667,0.093452424
1,-0.03671327,1,0,1,0,0,0,0,0,0,1,0,-0.206687388,-0.401504343,0.190786763,-0.163486338,-0.087401025,-0.095633686
1,0.755131036,0,0,0,0,1,0,0,1,0,0,0,1.4908478669999998,0.97747887,1.470532898,-0.163486338,-0.633626082,0.731618048
1,-0.663097571,0,0,0,0,0,1,0,0,0,1,0,-0.047543458,-0.22913144100000002,0.190786763,-0.163486338,-0.087401025,-0.651074137
1,-0.828557575,0,0,0,0,0,1,0,1,0,0,0,-1.108502992,-1.090995949,-0.525871073,-0.163486338,-0.633626082,-0.840160247
1,-0.8521947190000001,1,0,1,0,0,0,0,1,0,0,0,0.7481761929999999,0.23052963,1.265773517,-0.163486338,-0.087401025,-0.651074137
1,0.057835304000000004,0,1,0,1,0,0,0,0,1,0,0,0.164648449,-0.344046709,1.061014135,-0.163486338,-1.452963667,-0.840160247
1,-0.8403761470000001,0,0,0,0,1,0,0,0,0,0,1,1.172560007,1.322224673,-0.116352309,-0.163486338,0.73193656,-1.029246358
1,0.365118169,0,1,0,1,0,0,0,0,0,1,0,0.111600473,-0.401504343,1.061014135,-0.163486338,-1.452963667,0.849796867
1,1.204236761,0,1,0,1,0,0,1,0,0,0,0,0.907320123,1.552055208,-0.9353898359999999,-0.163486338,0.45882403200000005,1.35796579
1,0.412392456,1,0,1,0,0,0,0,1,0,0,0,1.013416077,0.7476483340000001,0.7026852170000001,-0.163486338,-0.633626082,0.7552538120000001
1,-1.159477584,0,0,0,0,1,0,0,0,0,0,1,0.589032263,1.034936504,-0.730630454,-0.163486338,1.0050490890000001,-1.301057642
1,-0.32035899100000004,1,0,1,0,0,0,0,0,0,0,1,0.164648449,-0.114216173,0.497925836,-0.163486338,-0.633626082,-0.320173443
